medicine_name,public_price_lbp,public_price_usd,agent_name,is_subsidized,subsidy_category,registration_no,strength,presentation
"CARBOPLATINE ARROW LAB",10115207,113.02,"Darapharma S.A.L.",1,"Stratum C","33425/1","10mg/ml 600mg/60ml","1Vial 60ml"
"CARBOPLATINE ARROW LAB",7586405,84.76,"Darapharma S.A.L.",1,"Stratum C","33325/1","10mg/ml 450mg/45ml","1Vial 45ml"
"CARBOPLATINE EBEWE",2691717,30.08,"Khalil Fattal & Fils S.A.L.",1,"Stratum B","78977","150mg","1 x 15ml"
"CARBOPLATINE VIATRIS 10MG/ML",2981283,33.31,"Benta Trading Co s.a.l.",1,"Stratum B","219212/09","150mg/15ml","1 Vial x 15ml"
"CARBOPLATINE VIATRIS 10MG/ML",941930,10.52,"Benta Trading Co s.a.l.",1,"Stratum A2","97958/12","50mg/5ml","1Vial x 5ml"
"CARBOSYLANE",585915,6.55,"Pharmamedic S.A.R.L.",1,"Stratum A1","236347","","60"
"CARBOSYMAG",384339,4.29,"Pharmamedic S.A.R.L.",1,"Stratum A1","973403/01","24doses","48"
"CARDESINE",563070,6.29,"Bellapharma S.A.R.L.",1,"Stratum A1","165116/1","6mg/2ml","1Vial"
"CARDEZACURE",499142,5.58,"Tamipharm",1,"Stratum A1","157225/1","10mg","30"
"CARDEZACURE",499142,5.58,"Tamipharm",1,"Stratum A1","157625/1","20mg","30"
"CARDIBEE",362198,4.05,"Bee Pharm SARL",1,"Stratum A1","16826/1","5mg","30"
"CARDIOSAFE 10",610104,6.82,"C. Catafago & Co",1,"Stratum A1","24676/07","10mg","30"
"CARDIOSAFE 5",330585,3.69,"C. Catafago & Co",1,"Stratum A1","23639/06","5mg","30"
"CARDIOVITEX",2822069,31.53,"PMD (Pharmacist's medical drugstore)",1,"Stratum B","129615/1","","30"
"CARDULAR",755239,8.44,"Mectapharm S.A.L.",1,"Stratum A2","185912/13","4mg","20"
"CARDULAR",755239,8.44,"Mectapharm S.A.L.",1,"Stratum A2","104923/1","4mg","20"
"CARFILU",58470568,653.30,"Levant Pulse SARL",1,"Stratum E1","55626/1","60mg","1Vial"
"CARIBAN",1701305,19.01,"Droguerie Phenicia",1,"Stratum B","142523/1","10mg/10mg","24"
"CARLEVO",2431715,27.17,"Pharmaline S.A.L.",1,"Stratum B","144720/1","25mg/100mg","100"
"CARLEVO",796067,8.89,"Pharmaline S.A.L.",1,"Stratum A2","144820/1","25mg/250mg","20"
"CARMETADIN",631606,7.06,"Multipharm",1,"Stratum A1","92420/1","35mg","60"
"CARMUSTINE WAYMADE",60411990,674.99,"Pharmamed",1,"Stratum E1","42123/1","100mg","(1+1)"
"CARPLATU",1277994,14.28,"Germanos Health Care Supplies SARL",1,"Stratum A2","98422/1","150mg/15ml",""
"CARVEDILOL ARROW",364181,4.07,"Darapharma S.A.L.",1,"Stratum A1","162117/1","12.5mg","28"
"CARVEDILOL ARROW",425998,4.76,"Darapharma S.A.L.",1,"Stratum A1","162217/1","25mg","28"
"CARVEDILOL ARROW",364181,4.07,"Darapharma S.A.L.",1,"Stratum A1","162017/1","6.25mg","28"
"CASODEX",3777541,42.21,"Omnipharma",1,"Stratum B","92121/1","50mg","28"
"CASODEX",10863782,121.38,"Omnipharma",1,"Stratum C","92321/1","150mg","28"
"CASPOFUNGINE STRAGEN",22928852,256.19,"Karout pharmacy",0,"Stratum D","9225/1","70mg","1Flacon"
"CASPOFUNGINE STRAGEN",18712833,209.08,"Karout pharmacy",0,"Stratum D","9325/1","50mg","1Flacon"
"CASPOFUNGINE STRAGEN",18712833,209.08,"Karout pharmacy",0,"Stratum D","157222/1","50mg","1Flacon"
"CASPOFUNGINE STRAGEN",22928852,256.19,"Karout pharmacy",0,"Stratum D","11718/1","70mg","1Flacon"
"CATAFLAM",262049,2.93,"Khalil Fattal & Fils S.A.L.",1,"Stratum A1","138623","50mg","20"
"CEBROTONIN",577852,6.46,"Levant Alie Houses S.A.L.",1,"Stratum A1","16318/1","800mg","30"
"CECLOR",851100,9.51,"Droguerie de l'Union",1,"Stratum A2","166827/11","250mg/5ml","60ml"
"CECLOR",487623,5.45,"Droguerie de l'Union",1,"Stratum A1","166826/11","125mg/5ml","60ml"
"CECLOR MR",1555018,17.37,"Droguerie de l'Union",1,"Stratum B","166829/11","750mg","10"
"CECLOR MR",1226096,13.70,"Droguerie de l'Union",1,"Stratum A2","166828/11","500mg","10"
"CEFADRIL",450187,5.03,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","405929/00","500mg","12"
"CEFADRIL",268769,3.00,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","405927/00","250mg/5ml","60ml"
"CEFAXONE",403153,4.50,"PMD (Pharmacist's medical drugstore)",1,"Stratum A1","66822/1","1g","4ml"
"CEFAXONE IM/IV",3628375,40.54,"PMD (Pharmacist's medical drugstore)",1,"Stratum B","69724/1","1g","10Vials (without solvent)"
"CEFAXONE IV",403153,4.50,"PMD (Pharmacist's medical drugstore)",1,"Stratum A1","69524/1","1g","1Vial (with solvent dist. water)"
"CEFAZOL IM/IV",5375370,60.06,"PMD (Pharmacist's medical drugstore)",1,"Stratum B","32124/1","1g","25Vials"
"CEFAZOLIN PANPHARMA",5521849,61.70,"Minapharm Halabi",1,"Stratum B","B0341/91","1g","25"
"CEFAZOLINA",18574396,207.54,"Medi drug International SAL (MDI)",0,"Stratum D","195255/04","1g","Box of 100Vials"
"CEFAZOLINE LDP-LABORATORIOS TORLAN",1631425,18.23,"Minapharm Halabi",1,"Stratum B","119224/1","1g","Boite de 10Vials"
"CEFDIA",806306,9.01,"BroadMed SAL",1,"Stratum A2","77122/1","400mg","5"
"CEFEPIME LDP LABORATORIOS TORLAN",5933065,66.29,"Minapharm Halabi",1,"Stratum B","147422/2","1g","10Vials"
"CEFEPIME PANPHARMA",5933065,66.29,"Minapharm Halabi",1,"Stratum B","9415/1","1g","10Vials"
"CEFIPEX 1000 BENTA",703918,7.87,"Benta Trading Co s.a.l.",1,"Stratum A1","222419/08","1000mg","1vial+ 10ml water for injection"
"CEFIPEX 1000 BENTA",703918,7.87,"Benta Trading Co s.a.l.",1,"Stratum A1","219730/09","1000mg","1vial"
"CEFIPEX 500 BENTA",545216,6.09,"Benta Trading Co s.a.l.",1,"Stratum A1","219729/09","500mg","1vial"
"CEFIX",349399,3.90,"Picomed SARL",1,"Stratum A1","148316/03","100mg/5ml","30ml"
"CEFIX",700142,7.82,"Picomed SARL",1,"Stratum A1","148317/03","100mg/5ml","60ml"
"CEFIX",791523,8.84,"Picomed SARL",1,"Stratum A2","219210/09","400mg","5"
"CEFIXIME NEOCEF",692079,7.73,"Pharmamedic S.A.R.L.",1,"Stratum A1","221349/08","100mg/5ml","120ml"
"CEFIXIME NEOCEF",1200587,13.41,"Pharmamedic S.A.R.L.",1,"Stratum A2","105925/1","400mg","8"
"CEFIZOX",786148,8.78,"Abela Frères S.A.L.",1,"Stratum A2","67616/1","1g/IV","1Vial"
"CEFLOXINE",1134203,12.67,"Bellapharma S.A.R.L.",1,"Stratum A2","104916/1","400mg/200ml","1Bag"
"CEFODOX",851996,9.52,"Picomed SARL",1,"Stratum A2","208806/03","200mg","10"
"CEFODOX",735082,8.21,"Picomed SARL",1,"Stratum A2","208807/03","100mg/5ml","50ml"
"CEFODOX",604729,6.76,"Picomed SARL",1,"Stratum A1","208361/02","50mg/5ml","50ml"
"CEFODOX",434061,4.85,"Picomed SARL",1,"Stratum A1","208360/02","100mg","10"
"CEFORA",703918,7.87,"Medi drug International SAL (MDI)",1,"Stratum A1","221695/08","500mg","10"
"CEFOTAX",217702,2.43,"C. Catafago & Co",1,"Stratum A1","973910/02","1g","1Vial + 1Amp solvent"
"CEFOTAXIME PANPHARMA",6127922,68.47,"Minapharm Halabi",1,"Stratum B","973405/01","1g","25fl"
"CEFPODOXIME ARROW LAB",499909,5.59,"Darapharma S.A.L.",1,"Stratum A1","49816/1","100mg","10"
"CEFPROZ",1737588,19.41,"C. Catafago & Co",1,"Stratum B","135219/1","500mg","10"
"CEFPROZ 250",712237,7.96,"C. Catafago & Co",1,"Stratum A1","219554/09","250mg/5ml","50ml"
"CEFPROZ 250",1343843,15.02,"C. Catafago & Co",1,"Stratum A2","186375/13","250mg/5ml","100ml"
"CEFTAZIDIME PANPHARMA",3300477,36.88,"Minapharm Halabi",1,"Stratum B","218905/10","1g","10 vials"
"CEFTRIAXONE LDP-LABORATORIOS TORLAN",3801730,42.48,"Minapharm Halabi",1,"Stratum B","105124/1","1g","Boite de 10Vials"
"CEFTRIAXONE PANPHARMA",5933065,66.29,"Minapharm Halabi",1,"Stratum B","973948/02","1g","25Flacons"
"CEFUMAX",158573,1.77,"C. Catafago & Co",1,"Stratum A1","62222/1","750mg","1Vial"
"CEFUREX",490503,5.48,"Macromed S.A.R.L.",1,"Stratum A1","222203/07","500mg","10"
"CEFUROXIME – PANPHARMA",490503,5.48,"Macromed S.A.R.L.",1,"Stratum A1","0236861/99","500mg","10"
"676,23.08,B,43.83,Panpharma,France,8/11/2026",490503,5.48,"Macromed S.A.R.L.",1,"Stratum A1","922","500mg","10"
"CEFUROXIME – PANPHARMA",490503,5.48,"Macromed S.A.R.L.",1,"Stratum A1","168034/10","500mg","10"
"582,23.08,B,18.45,Panpharma,France,8/11/2026",490503,5.48,"Macromed S.A.R.L.",1,"Stratum A1","651","500mg","10"
"CEFUZIME",147823,1.65,"Pharmanet Drugstore S.A.R.L.",1,"Stratum A1","208593/03","750mg","1Vial"
"CEFUZIME",490503,5.48,"Pharmanet Drugstore S.A.R.L.",1,"Stratum A1","973915/02","500mg","10"
"CELEBREX",1126140,12.58,"Mectapharm S.A.L.",1,"Stratum A2","140122/1","200mg","30"
"CELECOXIB ARROW LAB",561726,6.28,"Darapharma S.A.L.",1,"Stratum A1","97020/1","200mg","30"
"CELECOXIB BIOGARAN",638325,7.13,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","150121/1","200mg","30"
"CELECOXIB BIOGARAN",318491,3.56,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","150221/1","100mg","30"
"CELEZON",95532998,1,067.41,"Droguerie de l'Union",1,"Stratum E2","152320/1","5mg","56"
"CELEZON",188515591,2,106.32,"Droguerie de l'Union",1,"Stratum E2","152420/1","15mg","56"
"CELEZON",188515591,2,106.32,"Droguerie de l'Union",1,"Stratum E2","152520/1","20mg","56"
"CELLABAXIN",10699559,119.55,"Pharmadex",1,"Stratum C","43622/1","500+500mg","Box of 10Vials"
"CELLCEPT",6083575,67.97,"Omnipharma",1,"Stratum B","194122/05","250mg","100"
"CELLCEPT",6083575,67.97,"Omnipharma",1,"Stratum B","194123/05","500mg","50"
"CELLCRISTIN",1443287,16.13,"Drugstore 3U S.A.R.L.",1,"Stratum B","186077/13","1mg/ml","1Vial x 1ml"
"CEMIVIL",12763090,142.60,"Abela Frères S.A.L.",1,"Stratum C","166542/11","100mg","30"
"CEMIVIL",39916303,445.99,"Abela Frères S.A.L.",1,"Stratum E1","166541/11","400mg","30"
"CEPROTIN",86314057,964.40,"Abela Frères S.A.L.",1,"Stratum E2","23922/1","500IU","1Vial powder and 1Vial solvent"
"CEPROTIN",172581517,1,928.29,"Abela Frères S.A.L.",1,"Stratum E2","23822/1","1000IU","1Vial powder and 1Vial solvent"
"CERAZETTE",407184,4.55,"Droguerie de l'Union",1,"Stratum A1","195349/04","75mcg","28"
"CEREBROLYSIN",2303346,25.74,"Droguerie R. Pharaon & Fils S.A.L.",1,"Stratum B","194343/05","","5ampx5ml"
"CEREBROLYSIN",3886393,43.42,"Droguerie R. Pharaon & Fils S.A.L.",1,"Stratum B","194345/05","","5ampx10ml"
"CEREZYME",128412818,1,434.78,"Mersaco",1,"Stratum E2","47219/1","400Units/Vial","1Vial"
"CEROLINE",894615,10.00,"Pharmapro",1,"Stratum A2","177520/1","100mg/ml","60ml"
"CERTICAN",13078816,146.13,"Khalil Fattal & Fils S.A.L.",1,"Stratum C","23727/06","0.5mg","60"
"CERTICAN",19546174,218.39,"Khalil Fattal & Fils S.A.L.",0,"Stratum D","23728/06","0.75mg","60"
"CERUBIDINE",10943137,122.27,"Mersaco",1,"Stratum C","26721/1","20mg","box of 10Vials"
"CERULYSE",339992,3.80,"Spephal S.A.L.",1,"Stratum A1","136","","10ml"
"CERUVIN",240548,2.69,"Mediterranean Pharmaceutical Company",1,"Stratum A1","222287/08","75mg","10"
"CETALLERG",180075,2.01,"Mersaco",1,"Stratum A1","24702/07","10mg","10"
"CETIMED",360918,4.03,"Droguerie Cedarspharm S.A.R.L.",1,"Stratum A1","208844/03","10mg","20"
"CETIMED",415951,4.65,"Droguerie Cedarspharm S.A.R.L.",1,"Stratum A1","208843/03","5mg/5ml","125ml"
"CETRAK",147823,1.65,"C. Catafago & Co",1,"Stratum A1","148347/04","10mg","10"
"CETRAK",415247,4.64,"C. Catafago & Co",1,"Stratum A1","123025/1","10mg","30"
"CETRAXAL OTICO",759271,8.48,"Spephal S.A.L.",1,"Stratum A2","208987/03","","10ml"
"CETRAXAL PLUS",795555,8.89,"Spephal S.A.L.",1,"Stratum A2","24129/06","","10ml"
"CETROTIDE",3420079,38.21,"Food & Drug Corporation FDC",1,"Stratum B","405528","0.25mg","1Vial"
"CETROTIDE",21354452,238.60,"Food & Drug Corporation FDC",0,"Stratum D","405527","0.25mg","7+7"
"CETROTIDE",21354452,238.60,"Food & Drug Corporation FDC",0,"Stratum D","41122","0.25mg","7+7"
"CETROTIDE",3420079,38.21,"Food & Drug Corporation FDC",1,"Stratum B","107821","0.25mg","1Vial"
"CHEMACIN",1679803,18.77,"Drugstore 3U S.A.R.L.",1,"Stratum B","69424/1","500mg/2ml","5Ampoules"
"CHILDREN'S ADVIL",370901,4.14,"Sadco",1,"Stratum A1","77121/1","100mg/5ml","100ml"
"CHILDREN'S PANADOL 5-12 YEARS",356118,3.98,"Sadco",1,"Stratum A1","13716/1","","100ml"
"CHLORAMPHENICOL",166381,1.86,"Pharmadex",1,"Stratum A1","2770","250mg","12"
"CHLORAMPHENICOL PALMITATE",159981,1.79,"Pharmadex",1,"Stratum A1","2775","125mg/5ml","60ml"
"CHLORASEPTIC TOTAL SORE THROAT + COUGH LOZENGES WILD CHERRY",537537,6.01,"Medis Pharm Drugstore",1,"Stratum A1","121816/1","","15"
"CHLORHYDRATE DE LIDOCAINE RENAUDIN",537537,6.01,"Minapharm Halabi",1,"Stratum A1","767285/00","10mg/ml","10Ampoules x5ml"
"CHLORHYDRATE DE LIDOCAINE RENAUDIN",537537,6.01,"Minapharm Halabi",1,"Stratum A1","291,23.08,A1,6.61,Renaudin","10mg/ml","10Ampoules x5ml"
"CHLORHYDRATE DE LIDOCAINE RENAUDIN",537537,6.01,"Minapharm Halabi",1,"Stratum A1","291,23.08,A1,6.61,Renaudin","10mg/ml","10Ampoules x5ml"
"CHLORHYDRATE DE METOCLOPRAMIDE RENAUDIN",537537,6.01,"Minapharm Halabi",1,"Stratum A1","E0344/91","10mg/2ml","10x2ml"
"CHLORHYDRATE DE METOCLOPRAMIDE RENAUDIN",537537,6.01,"Minapharm Halabi",1,"Stratum A1","818,23.08,A1,5.93,Renaudin","10mg/2ml","10x2ml"
"CHLORHYDRATE DE METOCLOPRAMIDE RENAUDIN",537537,6.01,"Minapharm Halabi",1,"Stratum A1","818,23.08,A1,5.93,Renaudin","10mg/2ml","10x2ml"
"CHLORHYDRATE DE MORPHINE RENAUDIN",537537,6.01,"Minapharm Halabi",1,"Stratum A1","146917/1","20mg/ml","10 ampoules x 1ml"
"607,23.08,A2,12.30,Renaudin",537537,6.01,"Minapharm Halabi",1,"Stratum A1","100","20mg/ml","10 ampoules x 1ml"
"607,23.08,A2,12.30,Renaudin",537537,6.01,"Minapharm Halabi",1,"Stratum A1","100","20mg/ml","10 ampoules x 1ml"
"CHLORPROMAZINE",529858,5.92,"Pharmadex",1,"Stratum A1","405501","100mg","50"
"CHLORPROMAZINE",8719720,97.43,"Pharmadex",1,"Stratum C","155722/1","100mg","1000"
"CHLORPROMAZINE",332761,3.72,"Pharmadex",1,"Stratum A1","96023/1","50mg","30"
"CHLORURE DE POTASSIUM PROAMP",1444631,16.14,"Droguerie Solupharm SAL",1,"Stratum B","MPA 2272/94","0.0746g/ml","50ampoules x 10ml"
"CHLORURE DE POTASSIUM RENAUDIN",1444631,16.14,"Minapharm Halabi",1,"Stratum B","78753/97","7.46% (0.0746g/ml)","Bt 10Ampoules x 10ml"
"CHLORURE DE POTASSIUM RENAUDIN",1444631,16.14,"Minapharm Halabi",1,"Stratum B","683,23.08,A1,4.31,Renaudin","7.46% (0.0746g/ml)","Bt 10Ampoules x 10ml"
"CHLORURE DE POTASSIUM RENAUDIN",1444631,16.14,"Minapharm Halabi",1,"Stratum B","683,23.08,A1,4.31,Renaudin","7.46% (0.0746g/ml)","Bt 10Ampoules x 10ml"
"CHLORURE DE POTASSIUM RENAUDIN",1444631,16.14,"Minapharm Halabi",1,"Stratum B","236215/98","10% (0.10g/ml)","Bt 10Ampoules x 10ml"
"CHLORURE DE POTASSIUM RENAUDIN",1444631,16.14,"Minapharm Halabi",1,"Stratum B","150,23.08,A1,4.02,Renaudin","10% (0.10g/ml)","Bt 10Ampoules x 10ml"
"CHLORURE DE POTASSIUM RENAUDIN",1444631,16.14,"Minapharm Halabi",1,"Stratum B","150,23.08,A1,4.02,Renaudin","10% (0.10g/ml)","Bt 10Ampoules x 10ml"
"CHLORURE DE SODIUM 0.9 pour cent Renaudin",1444631,16.14,"Minapharm Halabi",1,"Stratum B","78752/97","0.09g/ml","10Ampoules  x 10ml"
"CHLORURE DE SODIUM 0.9 pour cent Renaudin",1444631,16.14,"Minapharm Halabi",1,"Stratum B","683,23.08,A1,4.31,Renaudin","0.09g/ml","10Ampoules  x 10ml"
"CHLORURE DE SODIUM 0.9 pour cent Renaudin",1444631,16.14,"Minapharm Halabi",1,"Stratum B","683,23.08,A1,4.31,Renaudin","0.09g/ml","10Ampoules  x 10ml"
"CHLORURE DE SODIUM PROAMP",1104639,12.34,"Droguerie Solupharm SAL",1,"Stratum A2","MPB 2893/94","0.9%","50 ampoules x 10ml"
"CHLORURE DE SODIUM PROAMP",705517,7.88,"Droguerie Solupharm SAL",1,"Stratum A1","MPC 2893/94","0.9%","20 ampoules x 20ml"
"CHOLECALCIFEROL BIOGARAN",115570,1.29,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","31717/1","100,000UI","1Ampoule 2ml"
"CHOLIB",1251117,13.98,"Mersaco",1,"Stratum A2","30817/1","145mg/20mg","30"
"CHOLIB",1358625,15.18,"Mersaco",1,"Stratum A2","30917/1","145mg/40mg","30"
"CHORIOMON",6306653,70.47,"Alisar Pharma Corp",1,"Stratum B","127914/1","5,000IU","3Vials x 3Ampoules of solvent"
"CIALIS",3101588,34.65,"Droguerie de l'Union",1,"Stratum B","24688/07","20mg","4"
"CIALIS",6512261,72.76,"Droguerie de l'Union",1,"Stratum B","219707/09","5mg","28"
"CI-CAL",694767,7.76,"Venus Drugstore",1,"Stratum A1","187200/14","250mg","60"
"CI-CAL+D",796899,8.90,"Venus Drugstore",1,"Stratum A2","221862/08","250mg","60"
"CI-CAL+D",1118077,12.49,"Venus Drugstore",1,"Stratum A2","187099/13","1000IU","60"
"CI-CAL+D",804962,8.99,"Venus Drugstore",1,"Stratum A2","187100/13","800IU","60"
"CICLOPLEGICEDOL",459594,5.14,"Abela Frères S.A.L.",1,"Stratum A1","186156/13","","5ml"
"CIDAKOG 125",36772418,410.87,"Omnipharma",1,"Stratum E1","53023/1","125mg","21"
"CIFLOSIN",327898,3.66,"New Europharm",1,"Stratum A1","144623/01","500mg","10"
"CILANEM",850652,9.50,"Mediterranean Pharmaceutical Company",1,"Stratum A2","24330/06","500mg","1 vial"
"CILOXAN",348055,3.89,"Khalil Fattal & Fils S.A.L.",1,"Stratum A1","94618/1","","5ml"
"CINACALCET ARROW",8768039,97.97,"Darapharma S.A.L.",1,"Stratum C","20322/1","30mg","28"
"CINACALCET ARROW",16494074,184.29,"Darapharma S.A.L.",0,"Stratum D","20422/1","60mg","28"
"CINACALCET ARROW",22062995,246.51,"Darapharma S.A.L.",0,"Stratum D","20522/1","90mg","28"
"CINARIN",490183,5.48,"Pharmapro",1,"Stratum A1","78771/98","75mg","30"
"CINITREX",636981,7.12,"Droguerie Phenicia",1,"Stratum A1","1017/1","1mg","50"
"CINNAL-f",14826544,165.66,"Lebiran SARL",0,"Stratum D","139219/1","900IU/1.5ml","1prefilled pen"
"CINNAL-f",7372177,82.37,"Lebiran SARL",1,"Stratum C","139119/1","450IU/0.75ml","1prefilled pen"
"CINNARIZINE",386515,4.32,"Pharmadex",1,"Stratum A1","405502","75mg","20"
"CINNATROPIN",4699417,52.51,"Lebiran SARL",1,"Stratum B","59020/1","5mg/1.5ml","1pre-filled pen"
"CINNATROPIN",9012607,100.70,"Lebiran SARL",1,"Stratum C","59120/1","10mg/1.5ml","1pre-filled pen"
"CINNOPAR",15275833,170.68,"Lebiran SARL",0,"Stratum D","175119/1","250mcg/ml","1pre-filled pen of 28 subcutaneous doses x 2.4ml"
"CINNORA",14817734,165.56,"Lebiran SARL",0,"Stratum D","125519/1","40mg/0.8ml","2Prefilled syringes for SC injection"
"CINNOVEX",39804728,444.75,"Lebiran SARL",1,"Stratum E1","139319/1","30mcg","4prefilled syringe"
"CIPINTU",1206771,13.48,"Germanos Health Care Supplies SARL",1,"Stratum A2","98022/1","50mg/50ml","1Vial"
"CIPRALEX",1548107,17.30,"Sadco",1,"Stratum B","974065/02","10mg","28"
"CIPRALEX",2378601,26.58,"Sadco",1,"Stratum B","0023735/06","15mg","28"
"CIPRAM",2280501,25.48,"Sadco",1,"Stratum B","28600","20mg","28"
"CIPRO",436749,4.88,"BroadMed SAL",1,"Stratum A1","88322/1","500mg","14"
"CIPRO MEDIS 500",479752,5.36,"Medis Pharm Drugstore",1,"Stratum A1","105923/1","500mg","14"
"CIPROBAY",654451,7.31,"Droguerie R. Pharaon & Fils S.A.L.",1,"Stratum A1","208475","500mg","Box of 10"
"CIPROCIN",240548,2.69,"C. Catafago & Co",1,"Stratum A1","78815/98","500mg","10"
"CIPRODAR",392402,4.38,"Sadco",1,"Stratum A1","261314","500mg","10"
"CIPROFAR",241892,2.70,"C. Catafago & Co",1,"Stratum A1","974042/02","500mg","12"
"CIPROFLOXACINE PANPHARMA",5120040,57.21,"Minapharm Halabi",1,"Stratum B","221198/08","200mg/100ml","10 poches"
"CIPROFLOXACINE PANPHARMA",9908924,110.71,"Minapharm Halabi",1,"Stratum C","218560/10","400mg/200ml (2mg/ml)","10 poches"
"CIPROFLOXACINE PANPHARMA",9908924,110.71,"Minapharm Halabi",1,"Stratum C","187499/13","400mg/200ml","10 poches"
"CIPROFLOXACINE PANPHARMA",5120040,57.21,"Minapharm Halabi",1,"Stratum B","187500/13","200mg/100ml","10 poches"
"CIPROFLOXACINE PANPHARMA",4914432,54.91,"Minapharm Halabi",1,"Stratum B","33520/1","200mg/100ml","10Poches"
"CIPROLON 200",686704,7.67,"Droguerie de l'Union",1,"Stratum A1","218870/09","","Vial 100ml"
"CIPROLON 500",295645,3.30,"Droguerie de l'Union",1,"Stratum A1","208268/96","500mg","10"
"CIPROMAX",295645,3.30,"Khalil Fattal & Fils S.A.L.",1,"Stratum A1","973407/01","500mg","10"
"CIPROMAX",295645,3.30,"Khalil Fattal & Fils S.A.L.",1,"Stratum A1","402,23.08,A1,4.38,,,8/11/2026","500mg","10"
"CIPROMID",331929,3.71,"Macromed S.A.R.L.",1,"Stratum A1","195457/04","500mg","10"
"CIPROPHARM",354774,3.96,"Picomed SARL",1,"Stratum A1","973899/02","500mg","10"
"CIPROX",520067,5.81,"Macromed S.A.R.L.",1,"Stratum A1","195321/04","0.2%w/v","100ml"
"CISPLATINE VIATRIS 1MG/ML",412655,4.61,"Benta Trading Co s.a.l.",1,"Stratum A1","219213/09","10mg/10ml","1Vial x 10ml"
"CISPLATINE VIATRIS 1MG/ML",1179655,13.18,"Benta Trading Co s.a.l.",1,"Stratum A2","219214/09","50mg/50ml","1Vial x 50ml"
"CITOLES",511940,5.72,"Pharmaline S.A.L.",1,"Stratum A1","219716/09","10mg","28"
"CITOXAL",895895,10.01,"Pharmaline S.A.L.",1,"Stratum A2","26723/1","5mg","30"
"CITOXAL",1410395,15.76,"Pharmaline S.A.L.",1,"Stratum A2","26823/1","10mg","30"
"CITOXAL",2166786,24.21,"Pharmaline S.A.L.",1,"Stratum B","26623/1","15mg","30"
"CITOXAL",2559700,28.60,"Pharmaline S.A.L.",1,"Stratum B","26523/1","20mg","30"
"CITRAFLEET",1191988,13.32,"Bellapharma S.A.R.L.",1,"Stratum A2","117519/1","","2 Sachets"
"CIVAR",507972,5.68,"Picomed SARL",1,"Stratum A1","24541/07","5%","10g"
"CLADRIXA",103548703,1,156.97,"Levant Pulse SARL",1,"Stratum E2","55726/1","10mg","1"
"CLAFOCARE",8031731,89.74,"Drugstore 3U S.A.R.L.",1,"Stratum C","187457/13","1g","50 vials"
"CLAIRYG",77418284,865.01,"Codipha",1,"Stratum E2","96408/11","50mg/ml (10g/200ml)","1Vial x 200ml"
"CLAIRYG",42296819,472.59,"Droguerie R. Pharaon & Fils S.A.L.",1,"Stratum E1","96407/11","50mg/ml (5g/100ml)","1Vial x 100ml"
"CLAMYCIN",641205,7.16,"Pharmapro",1,"Stratum A1","974245/01","250mg","14"
"CLARA",131697,1.47,"Droguerie Mercury S.A.L.",1,"Stratum A1","194930/05","10mg","10"
"CLARA",215015,2.40,"Droguerie Mercury S.A.L.",1,"Stratum A1","194929/05","5mg/5ml",""
"CLAREM 250",215015,2.40,"Droguerie Columbus",1,"Stratum A1","97242/12","250mg","14"
"CLAREM 250",215015,2.40,"Droguerie Columbus",1,"Stratum A1","657,23.08,A1,5.23,Remedica Ltd","250mg","14"
"CLAREM 250",215015,2.40,"Droguerie Columbus",1,"Stratum A1","657,23.08,A1,5.23,Remedica Ltd","250mg","14"
"CLAREM 500",215015,2.40,"Droguerie Columbus",1,"Stratum A1","24657/07","","14"
"CLAREM 500",215015,2.40,"Droguerie Columbus",1,"Stratum A1","704,23.08,A1,7.67,,,8/11/2026","","14"
"CLARINASE",446156,4.98,"Nouvelle Pharm Drugstore",1,"Stratum A1","117015/1","","14"
"CLARITINE",430030,4.80,"Nouvelle Pharm Drugstore",1,"Stratum A1","116915/1","","120ml"
"CLARITINE",219046,2.45,"Nouvelle Pharm Drugstore",1,"Stratum A1","116815/1","10mg","10"
"CLARITINE",618168,6.91,"Nouvelle Pharm Drugstore",1,"Stratum A1","115318/1","10mg","30"
"CLAVANCE",140170428,1,566.15,"Droguerie de l'Union",1,"Stratum E2","198025/1","10mg","1"
"CLAVODIS",627127,7.01,"Medis Pharm Drugstore",1,"Stratum A1","148125/1","1g","14"
"CLAVODIS",472265,5.28,"Medis Pharm Drugstore",1,"Stratum A1","80325/1","457mg/5ml","70ml"
"CLAVODIS",719276,8.04,"Medis Pharm Drugstore",1,"Stratum A1","80325/1","642.9mg/5ml","100ml"
"CLENIL 250 MCG SPRAY",873498,9.76,"Sadco",1,"Stratum A2","27204","","200doses"
"CLINDAMYCIN",712876,7.97,"Pharmadex",1,"Stratum A1","110616/1","100mg","3"
"CLINDAMYCIN VIANEX BA FREE",201576,2.25,"Droguerie Solupharm SAL",1,"Stratum A1","218693/10","600mg/4ml","1 Ampoule"
"CLINIDERM",712876,7.97,"Medapharm Healthcare SAL",1,"Stratum A1","24916/07","","30g"
"CLINIDERM T",890776,9.95,"Medapharm Healthcare SAL",1,"Stratum A2","96900/12","1%/0.05%","30g"
