medicine_name,public_price_lbp,public_price_usd,agent_name,is_subsidized,subsidy_category,registration_no,strength,presentation
"ARBITEN PLUS",579196,6.47,"Eva Pharm Plus",1,"Stratum A1","168105/10","160/25mg","30"
"ARBIVASTEL",667890,7.46,"Mediterranean Pharmaceutical Company",1,"Stratum A1","33818/1","80mg","28"
"ARCHIFAR",6443725,72.00,"New Allpharma",1,"Stratum B","186823/14","1g","10Vials"
"ARCHIFAR",6344280,70.89,"New Allpharma",1,"Stratum B","186824/14","500mg","10Vials"
"ARCOXIA",993100,11.10,"Droguerie de l'Union",1,"Stratum A2","193019/1","60mg","28"
"ARCOXIA",1608579,17.97,"Droguerie de l'Union",1,"Stratum B","193419/1","90mg","28"
"ARCOXIA",482439,5.39,"Droguerie de l'Union",1,"Stratum A1","192519/1","120mg","7"
"ARDBEG 80MG ADULTS",634294,7.09,"New Europharm",1,"Stratum A1","143924/1","","30Sachets"
"A-RET",335961,3.75,"C. Catafago & Co",1,"Stratum A1","97451/12","","30g"
"ARICEPT",3254787,36.37,"Droguerie Fattal  S.A.L.",1,"Stratum B","115916/1","5mg","28"
"ARICEPT",3776197,42.19,"Droguerie Fattal  S.A.L.",1,"Stratum B","115816/1","10mg","28"
"ARIMIDEX",3202377,35.78,"Omnipharma",1,"Stratum B","43821/1","1mg","28"
"ARIPEZIL 10",2292595,25.62,"Benta Trading Co s.a.l.",1,"Stratum B","115615/1","10mg","30"
"ARIPEZIL 5",1970969,22.02,"Benta Trading Co s.a.l.",1,"Stratum B","113215/1","5mg","30"
"ARIPIPAN",839902,9.38,"Pharmamedic S.A.R.L.",1,"Stratum A2","121616/1","10mg","30"
"ARIPIPAN",839902,9.38,"Pharmamedic S.A.R.L.",1,"Stratum A2","121716/1","15mg","30"
"ARIXTRA",5341774,59.68,"Abela Frères S.A.L.",1,"Stratum B","142116/1","2.5mg/0.5ml","10Prefilled syringes"
"ARIXTRA",12004668,134.13,"Abela Frères S.A.L.",1,"Stratum C","176017/1","7.5mg/0.6ml","10Prefilled syringes"
"ARIXTRA",5341774,59.68,"Abela Frères S.A.L.",1,"Stratum B","7825/1","2.5mg/0.5ml","10Prefilled syringes"
"ARIXTRA",12004668,134.13,"Abela Frères S.A.L.",1,"Stratum C","111725/1","7.5mg/0.6ml","10Prefilled syringes"
"ARKANDA 16",639925,7.15,"Benta Trading Co s.a.l.",1,"Stratum A1","129422/1","16mg","30"
"ARKANDA 8",478664,5.35,"Benta Trading Co s.a.l.",1,"Stratum A1","129222/1","8mg","30"
"ARKANDA PLUS 16/12.5",642485,7.18,"Benta Trading Co s.a.l.",1,"Stratum A1","150322/1","16mg/12.5mg","30"
"AROPEM",995723,11.13,"Raymond Georges Abou Adal & Co",1,"Stratum A2","96606/12","0.5g","1Vial"
"AROPEM",995723,11.13,"Raymond Georges Abou Adal & Co",1,"Stratum A2","96607/12","1g","1Vial"
"AROPEM",995723,11.13,"Raymond Georges Abou Adal & Co",1,"Stratum A2","158519/1","1g","1Vial"
"AROPEM",995723,11.13,"Raymond Georges Abou Adal & Co",1,"Stratum A2","158619/1","0.5g","1Vial"
"AROPEM",995723,11.13,"Raymond Georges Abou Adal & Co",1,"Stratum A2","50722/1","0.5g","1Vial"
"AROPEM",995723,11.13,"Raymond Georges Abou Adal & Co",1,"Stratum A2","50822/1","1g","1Vial"
"AROPEM",19022727,212.54,"Raymond Georges Abou Adal & Co",0,"Stratum D","158223/1","0.5g","24Vial"
"AROPEM",19022727,212.54,"Raymond Georges Abou Adal & Co",0,"Stratum D","158323/1","1g","24Vial"
"AROTAN",1527949,17.07,"Droguerie R. Pharaon & Fils S.A.L.",1,"Stratum B","165919/1","10mg","30"
"AROTAN",2014420,22.51,"Droguerie R. Pharaon & Fils S.A.L.",1,"Stratum B","166019/1","20mg","30"
"AROX",423310,4.73,"Droguerie Mercury S.A.L.",1,"Stratum A1","53722/1","0.5%","5ml"
"ART",1146298,12.81,"Wellpharm",1,"Stratum A2","133724/1","50mg","30"
"ARTICAINE MEDIS ADRENALINE",1881380,21.02,"Medis Pharm Drugstore",1,"Stratum B","187219/1","1/100000","50Cartriges of 1.8ml (articaine+adrenaline)"
"ARTINIBSA 4% WITH EPINEPHRINE 1/100000",1968729,22.00,"Richa Dental Drugstore",1,"Stratum B","67224/1","","50 cartridges"
"ARTRIX 120",511940,5.72,"Benta Trading Co s.a.l.",1,"Stratum A1","39518/1","120mg","10"
"ARTRIX 60",904854,10.11,"Benta Trading Co s.a.l.",1,"Stratum A2","39318/1","60mg","30"
"ARTRIX 90",1228656,13.73,"Benta Trading Co s.a.l.",1,"Stratum A2","39418/1","90mg","30"
"ARWAN WFI",399915,4.47,"Raymond Georges Abou Adal & Co",0,"","25017/1","","50 x 5ml"
"ARYOSEVEN RT",16902713,188.86,"Lebiran SARL",0,"Stratum D","139519/1","1mg (50KIU)","1Vial + 1Vial of solvent"
"ARYOTRUST",34948930,390.49,"Lebiran SARL",1,"Stratum E2","200319/1","440mg","1Vial"
"ARYOTRUST",21176745,236.61,"Lebiran SARL",1,"Stratum E2","200219/1","150mg","1Vial"
"ASACOL",5895437,65.87,"Taba Chemipharm",1,"Stratum B","27527","400mg","100"
"ASACOL",1703992,19.04,"Taba Chemipharm",1,"Stratum B","236712","500mg","20"
"ASACOL",6396690,71.47,"Taba Chemipharm",1,"Stratum B","219743/09","800mg","60"
"ASACOL",2748158,30.71,"Taba Chemipharm",1,"Stratum B","57620/1","1g/100ml","7enemas x 100ml"
"ASACOL",8454523,94.46,"Taba Chemipharm",1,"Stratum C","122320/1","1600mg","60"
"ASACOL",12310378,137.55,"Taba Chemipharm",1,"Stratum C","122420/1","1600mg","90"
"ASCOVA",1356641,15.16,"Droguerie de l'Union",1,"Stratum A2","24468","20mg","30"
"ASCOVA",1612611,18.02,"Droguerie de l'Union",1,"Stratum B","24469","40mg","30"
"ASCOVA",1126268,12.58,"Droguerie de l'Union",1,"Stratum A2","24467","10mg","30"
"ASIMPLEX",278175,3.11,"New Europharm",1,"Stratum A1","54923/01","250mg","1Vial"
"ASMALAT",177899,1.99,"Pharmaline S.A.L.",1,"Stratum A1","28556/93","2mg/5ml","150ml"
"ASOLFENA",971598,10.86,"Pharmamedic S.A.R.L.",1,"Stratum A2","17520/1","5mg","30"
"ASOLFENA",971598,10.86,"Pharmamedic S.A.R.L.",1,"Stratum A2","17420/1","10mg","30"
"ASPECTON COUGH SYRUP",580540,6.49,"Mediterranean Pharmaceutical Company",1,"Stratum A1","29818/1","","100ml"
"ASPI-COR",690735,7.72,"Propre S.A.R.L.",1,"Stratum A1","157715/1","81mg","120"
"ASPICOT",403153,4.50,"Pharmaline S.A.L.",1,"Stratum A1","261087/97","100mg","100"
"ASPICOT",134384,1.50,"Pharmaline S.A.L.",1,"Stratum A1","261088/97","100mg","30"
"ASPICOT",353239,3.95,"Pharmaline S.A.L.",1,"Stratum A1","140420/1","81mg","100"
"ASPIPHAR",134384,1.50,"Pharmaline S.A.L.",1,"Stratum A1","57121/1","100mg","30"
"ASPIRIN PROTECT",146479,1.64,"Nouvelle Pharm Drugstore",1,"Stratum A1","97499/12","100mg","20"
"ASPIRINE",80631,0.90,"Droguerie R. Pharaon & Fils S.A.L.",1,"Stratum A1","50114/1","0.3g","30"
"ASPIRINE C EFFERVESCENT",162605,1.82,"Nouvelle Pharm Drugstore",1,"Stratum A1","61014/1","","10"
"ASPRIVIT",186794,2.09,"Mediterranean Pharmaceutical Company",1,"Stratum A1","7324/1","","20"
"ASPROTHIN",148463,1.66,"Pharmadex",1,"Stratum A1","107114/1","81mg","30"
"ASTEFOR",935314,10.45,"Macromed S.A.R.L.",1,"Stratum A2","195719/1","400mg/30mg","30"
"ASTHALIN",325210,3.63,"Droguerie de l'Union",1,"Stratum A1","24985/07","","20 x 2.5ml"
"ATACAND",526786,5.89,"Omnipharma",1,"Stratum A1","164023/1","8mg","28"
"ATACAND",705517,7.88,"Omnipharma",1,"Stratum A1","164123/1","16mg","28"
"ATACAND PLUS",705517,7.88,"Omnipharma",1,"Stratum A1","164223/1","16mg/12.5mg","28"
"ATENOLOL BIOGARAN",295645,3.30,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","115222/1","50mg","30"
"ATERKEY",1053573,11.77,"Mediterranean Pharmaceutical Company",1,"Stratum A2","974055/02","20mg","28"
"ATHERO ROS",499142,5.58,"Bee Pharm SARL",1,"Stratum A1","17226/1","20mg","30"
"ATHERO ROS",499142,5.58,"Bee Pharm SARL",1,"Stratum A1","16726/1","10mg","30"
"ATONIUM",239588,2.68,"Droguerie de l'Union",1,"Stratum A1","974227/01","50mg","30"
"ATONIUM",461207,5.15,"Droguerie de l'Union",1,"Stratum A2","974230/01","100mg","30"
"ATONIUM PLUS",738473,8.25,"Droguerie de l'Union",1,"Stratum A2","974228/01","50/25mg","30"
"ATONIUM PLUS",738473,8.25,"Droguerie de l'Union",1,"Stratum A2","974229/01","100/25mg","30"
"ATOR MEDIS",305052,3.41,"Medis Pharm Drugstore",1,"Stratum A1","84523/1","10mg","30"
"ATOR MEDIS",591291,6.61,"Medis Pharm Drugstore",1,"Stratum A1","84423/1","20mg","30"
"ATOR MEDIS",694767,7.76,"Medis Pharm Drugstore",1,"Stratum A1","84323/1","40mg","30"
"ATORLIP 10",1052037,11.75,"Benta Trading Co s.a.l.",1,"Stratum B","24457/06","10mg","30"
"ATORLIP 20",1279850,14.30,"Benta Trading Co s.a.l.",1,"Stratum A2","24459/06","20mg","30"
"ATORLIP 40",1484626,16.59,"Benta Trading Co s.a.l.",1,"Stratum B","97883/12","40mg","30"
"ATORVA TAD",1087169,12.15,"Pharmamedic S.A.R.L.",1,"Stratum A2","186393/13","20mg","30"
"ATORVA TAD",677297,7.57,"Pharmamedic S.A.R.L.",1,"Stratum A1","30617/1","10mg","30"
"ATORVA TAD",1405659,15.71,"Pharmamedic S.A.R.L.",1,"Stratum A2","30717/1","40mg","30"
"ATORVAKEY-10",362837,4.05,"Mediterranean Pharmaceutical Company",1,"Stratum A1","133622/1","10mg","30"
"ATORVAKEY-20",362837,4.05,"Mediterranean Pharmaceutical Company",1,"Stratum A1","133522/1","20mg","30"
"ATORVASTATIN PHARMADEX",769190,8.59,"Pharmadex",1,"Stratum A2","186840/14","20mg","30"
"ATORVASTATINE ARROW GENERIQUES",564414,6.31,"Darapharma S.A.L.",1,"Stratum A1","79617/1","80mg","30"
"ATORVASTATINE ARROW GENERIQUES",567102,6.34,"Darapharma S.A.L.",1,"Stratum A1","97621/1","10mg","30"
"ATORVASTATINE ARROW GENERIQUES",567102,6.34,"Darapharma S.A.L.",1,"Stratum A1","97721/1","20mg","30"
"ATORVASTATINE ARROW GENERIQUES",564414,6.31,"Darapharma S.A.L.",1,"Stratum A1","38323/1","80mg","30"
"ATORVASTATINE ARROW GENERIQUES",567102,6.34,"Darapharma S.A.L.",1,"Stratum A1","8324/1","20mg","30"
"ATORVASTATINE ARROW GENERIQUES",567102,6.34,"Darapharma S.A.L.",1,"Stratum A1","10124/1","10mg","30"
"ATORVASTATINE ARROW GENERQUES",564414,6.31,"Darapharma S.A.L.",1,"Stratum A1","145021/1","40mg","30"
"ATORVASTATINE ARROW GENERQUES",564414,6.31,"Darapharma S.A.L.",1,"Stratum A1","38423/1","40mg","30"
"ATOZET",2046672,22.87,"Droguerie de l'Union",1,"Stratum B","16820/1","10mg/40mg","30"
"ATOZET",1624706,18.15,"Droguerie de l'Union",1,"Stratum B","16920/1","10mg/10mg","30"
"ATOZET",2046672,22.87,"Droguerie de l'Union",1,"Stratum B","16720/1","10mg/20mg","30"
"ATOZET",2046672,22.87,"Droguerie de l'Union",1,"Stratum B","97824/1","10mg/40mg","30"
"ATOZET",1624706,18.15,"Droguerie de l'Union",1,"Stratum B","97624/1","10mg/10mg","30"
"ATOZET",2046672,22.87,"Droguerie de l'Union",1,"Stratum B","97724/1","10mg/20mg","30"
"ATROPINE",702149,7.85,"Alfa Laboratoires S.A.L.",0,"","19/95","1mg/ml","10 x 1ml"
"ATROPINE",680315,7.60,"Alfa Laboratoires S.A.L.",0,"","20/95","0.5mg/ml","10 x 1ml"
"ATROPINE I.V.  0.25 MG.",2412129,26.95,"Alfa Laboratoires S.A.L.",0,"","21/95","0.25mg/ml","100 x 1ml"
"ATROPINE SULFATE RENAUDIN",2412129,26.95,"Minapharm Halabi",0,"","261487/97","1mg/ml","10x1ml"
"ATROPINE SULFATE RENAUDIN",2412129,26.95,"Minapharm Halabi",0,"","777,23.08,A1,4.44,Renaudin","1mg/ml","10x1ml"
"ATROPINE SULFATE RENAUDIN",2412129,26.95,"Minapharm Halabi",0,"","777,23.08,A1,4.44,Renaudin","1mg/ml","10x1ml"
"ATROPINE SULFATE RENAUDIN",2412129,26.95,"Minapharm Halabi",0,"","D0744/92","0.5mg/ml","10 x 1ml"
"ATROPINE SULFATE RENAUDIN",2412129,26.95,"Minapharm Halabi",0,"","683,23.08,A1,4.31,Renaudin","0.5mg/ml","10 x 1ml"
"ATROPINE SULFATE RENAUDIN",2412129,26.95,"Minapharm Halabi",0,"","683,23.08,A1,4.31,Renaudin","0.5mg/ml","10 x 1ml"
"ATROPINE SULFATEAGUETTANT",7805376,87.21,"Pharmamed",1,"Stratum C","83421/1","0.1mg/ml","10Prefilled Syringes"
"ATROVENT",544256,6.08,"Mersaco",1,"Stratum A1","208478","250mcg/2ml","20"
"ATROVENT",713580,7.97,"Mersaco",1,"Stratum A1","135386","500mcg/2ml","20"
"ATROVENT COMP. HFA",544256,6.08,"Mersaco",1,"Stratum A1","38682","20mcg/50mcg","10ml"
"ATROVENT N",428686,4.79,"Mersaco",1,"Stratum A1","208689/03","20mcg/puff","10ml/ 200 metered doses"
"ATYPRAL",712237,7.96,"Mediterranean Pharmaceutical Company",1,"Stratum A1","38416/1","10mg","28"
"ATYPRAL",712237,7.96,"Mediterranean Pharmaceutical Company",1,"Stratum A1","38316/1","15mg","28"
"AUBAGIO",38773533,433.22,"Mersaco",0,"Stratum D","186999/14","14mg","28"
"AUBAGIO",38773533,433.22,"Mersaco",0,"Stratum D","116423/1","14mg","28"
"AUGMENTIN",542912,6.07,"Abela Frères S.A.L.",1,"Stratum A1","142419/1","312mg/5ml","100ml"
"AUGMENTIN",639958,7.15,"Abela Frères S.A.L.",1,"Stratum A1","179118/1","625mg","20"
"AUGMENTIN",739202,8.26,"Abela Frères S.A.L.",1,"Stratum A2","174916/1","1g","14"
"AUGMENTIN DUO",524099,5.86,"Abela Frères S.A.L.",1,"Stratum A1","136024/1","457mg/5ml","70ml"
"AUGMENTIN ES",846621,9.46,"Abela Frères S.A.L.",1,"Stratum A2","166503/11","642.9mg/5ml","100ml"
"AURICULARUM",755239,8.44,"Pharmamedic S.A.R.L.",1,"Stratum A2","167115/1","","1x1"
"AURIMEL",319963,3.58,"Droguerie de l'Union",1,"Stratum A1","18540","","100ml"
"AVALON AVOBAN",460938,5.15,"C. Catafago & Co",1,"Stratum A1","222927/14","2% w/w","15g"
"AVALOX",1087169,12.15,"Droguerie R. Pharaon & Fils S.A.L.",1,"Stratum A2","973411/01","400mg","5"
"AVALOX",1521230,17.00,"Droguerie R. Pharaon & Fils S.A.L.",1,"Stratum B","973412/01","400mg","7"
"AVALOX",9052935,101.15,"Droguerie R. Pharaon & Fils S.A.L.",1,"Stratum C","208571/03","400mg/250ml","5x250ml"
"AVAMYS",722987,8.08,"Abela Frères S.A.L.",1,"Stratum A2","218766/09","27.5mcg/dose","120 doses"
"AVAMYS",722987,8.08,"Abela Frères S.A.L.",1,"Stratum A2","76221/1","27.5mcg/dose","120 doses"
"AVASTIN",24533456,274.12,"Omnipharma",0,"Stratum D","221325/08","100mg","1Vial x 4ml"
"AVASTIN",75875312,847.77,"Omnipharma",1,"Stratum E2","221326/08","400mg","1Vial x 16ml"
"AVASTIN",75875312,847.77,"Omnipharma",1,"Stratum E2","167512/10","100mg","1Vial x 4ml"
"456,19.35,D,274.12,F. Hoffmann La Roche Ltd,Switzerland,8/11/2026",75875312,847.77,"Omnipharma",1,"Stratum E2","533","100mg","1Vial x 4ml"
"AVASTIN",75875312,847.77,"Omnipharma",1,"Stratum E2","167517/10","400mg","1Vial x 16ml"
"312,2.44,E2,847.77,F. Hoffmann La Roche Ltd,Switzerland,8/11/2026",75875312,847.77,"Omnipharma",1,"Stratum E2","875","400mg","1Vial x 16ml"
"AVAXIM PEDIATRIQUE (vaccin inactivé de l'hépatite A adsorbé)",1531980,17.12,"Mersaco",1,"Stratum B","218859/09","80U","Seringue préremplie= 1dose"
"AVIRAVIR",32224230,360.05,"BroadMed SAL",0,"Stratum D","49519/1","0.5mg","30"
"AVIRAVIR",32224230,360.05,"BroadMed SAL",0,"Stratum D","49419/1","1mg","30"
"AVITAR 400",913813,10.21,"C. Catafago & Co",1,"Stratum A2","52821/1","400mg","7"
"AVITAR 400",651764,7.28,"C. Catafago & Co",1,"Stratum A1","52721/1","400mg","5"
"AVIXAN",2777275,31.03,"Droguerie de l'Union",1,"Stratum B","45720/1","2.5mg","60"
"AVIXAN",2777275,31.03,"Droguerie de l'Union",1,"Stratum B","45620/1","5mg","60"
"AVOCAINE",400465,4.47,"C. Catafago & Co",1,"Stratum A1","186351/13","10% w/w","50ml"
"AVOCOM",419279,4.68,"C. Catafago & Co",1,"Stratum A1","186265/13","0.05%","120 metered sprays"
"AVODART",2660787,29.73,"Abela Frères S.A.L.",1,"Stratum B","168319/1","0.5mg","30"
"AVONEX",70488764,787.58,"Mersaco",1,"Stratum E1","81221/1","30mcg/0.5ml","4 prefilled pens +4 needles"
"AVOQUIN",916501,10.24,"C. Catafago & Co",1,"Stratum A2","181820/1","4%","50g"
"AVOTIN-A",440780,4.92,"C. Catafago & Co",1,"Stratum A1","165220/1","0.05%","30g"
"AXETINE",1193332,13.33,"New Allpharma",1,"Stratum A2","79316/1","750mg","10Vials"
"AXETINE",2273782,25.41,"New Allpharma",1,"Stratum B","79416/1","1.5g","10Vials"
"AXIPRON",373358,4.17,"Droguerie de l'Union",1,"Stratum A1","974221/01","20mg","14"
"AXONE",4047654,45.23,"Picomed SARL",1,"Stratum B","208619/03","1g","10"
"AXONE 1G IM",438093,4.89,"Picomed SARL",1,"Stratum A1","67018/1","1g","1Vial+1Ampoules of lidocaine 1% 5ml"
"AXONE 500MG IM",393746,4.40,"Picomed SARL",1,"Stratum A1","67118/1","500mg","1Vial+1Ampoules of lidocaine 1% 5ml"
"AYECLAV-T",338648,3.78,"Cure Pharmaceutical",1,"Stratum A1","145623/1","","2X7"
"AZACITIDINE ARROW",10967854,122.55,"Darapharma S.A.L.",1,"Stratum C","55424/1","25mg/ml","Boite de 1Flacon"
"AZACITIDINE EVER PHARMA",10967854,122.55,"Codipha",1,"Stratum C","151322/1","25mg/ml",""
"AZACITIDINE NEAPOLIS",9401575,105.05,"Medis Pharm Drugstore",1,"Stratum C","99219/1","100mg","Box of 1Vial"
"AZACITIDINE SHILPA",7350062,82.12,"Levant Pulse SARL",1,"Stratum C","92424/1","100mg","1Vial"
"AZACITIDINE SPC",10706993,119.63,"Advanced Healthcare Services SAL",1,"Stratum C","177720/1","100mg","1Vial"
"AZELTIN",435405,4.86,"BroadMed SAL",1,"Stratum A1","19824/1","500mg","3"
"AZICIN 250 BENTA",423630,4.73,"Benta Trading Co s.a.l.",1,"Stratum A1","97545/11","250mg","6"
"AZICIN 500 BENTA",573373,6.41,"Benta Trading Co s.a.l.",1,"Stratum A1","97546/11","500mg","3"
"AZM-500",448843,5.02,"Ecopharm",1,"Stratum A1","110516/1","","3"
"AZOMYCIN",365525,4.08,"Pharmanet Drugstore S.A.R.L.",1,"Stratum A1","973745/02","200mg/5ml","15ml"
"AZOMYCIN",361494,4.04,"Pharmanet Drugstore S.A.R.L.",1,"Stratum A1","973735/02","250mg","6"
"AZOMYCIN",603385,6.74,"Pharmanet Drugstore S.A.R.L.",1,"Stratum A1","24744/07","200mg/5ml","30ml"
"AZOMYNE",385683,4.31,"Macromed S.A.R.L.",1,"Stratum A1","974059/02","250mg","6"
"AZOMYNE",237860,2.66,"Macromed S.A.R.L.",1,"Stratum A1","974064/02","200mg/5ml","15ml"
"AZONIT - D",225766,2.52,"Picomed SARL",1,"Stratum A1","208552/03","","20g"
"AZOPT",499909,5.59,"Khalil Fattal & Fils S.A.L.",1,"Stratum A1","94518/1","10mg/ml","5ml"
"AZOX 250",346711,3.87,"C. Catafago & Co",1,"Stratum A1","974043/02","250mg","6"
"AZOX 250",354774,3.96,"C. Catafago & Co",1,"Stratum A1","28218/1","250mg","6"
"AZYTER",412560,4.61,"Square One Group Pharma SAL",1,"Stratum A1","4020/1","15mg/g","6 recipients unidose"
"BACLOCALM",928595,10.38,"Interpharma S.A.L.",1,"Stratum A2","84519/1","25mg","Pack of 50"
"BACLOCALM",589947,6.59,"Interpharma S.A.L.",1,"Stratum A1","84419/1","10mg","Pack of 50"
"BACTALL 500",292958,3.27,"C. Catafago & Co",1,"Stratum A1","24111/06","500mg","10"
"BACTILAM",6198314,69.25,"Medis Pharm Drugstore",1,"Stratum B","92224/1","500mg","1000"
"BACTRIM FORTE",344024,3.84,"Omnipharma",1,"Stratum A1","92822/1","","10"
"BANEOCIN",173356,1.94,"Khalil Fattal & Fils S.A.L.",1,"Stratum A1","","","20g"
"BASAGLAR KWIKPEN",4114846,45.98,"Droguerie de l'Union",1,"Stratum B","106716/1","100U/ml","5 prefilled pen"
"BATRAMYCIN",249955,2.79,"Mediterranean Pharmaceutical Company",1,"Stratum A1","21325/1","","20g"
"BAVENCIO",101243761,1,131.22,"Food & Drug Corporation FDC",1,"Stratum E2","179019/1","20mg/ml","1Vial (10ml)"
"BAXDELA",93777847,1,047.80,"Droguerie de l'Union",1,"Stratum E2","181520/1","450mg","20"
"BAXDELA",78349010,875.41,"Droguerie de l'Union",1,"Stratum E1","16321/1","300mg","10Vials"
"BBDOL-OR",188138,2.10,"Alfa Laboratoires S.A.L.",1,"Stratum A1","61022/1","","100ml"
"B-BLOK SDK",295645,3.30,"BroadMed SAL",1,"Stratum A1","77022/1","50mg","30"
"B-BLOK SDK",282207,3.15,"BroadMed SAL",1,"Stratum A1","77222/1","25mg","30"
"BCG-MEDAC",18750588,209.50,"Mersaco",0,"Stratum D","185844/13","","1Vial"
"B-COR 10",595322,6.65,"The Lebanese Pharmacists SAL",1,"Stratum A1","194101/05","","30"
"B-COR 2.5",149167,1.67,"The Lebanese Pharmacists SAL",1,"Stratum A1","219480/10","2.5mg","30"
"B-COR 5",296989,3.32,"The Lebanese Pharmacists SAL",1,"Stratum A1","194106/05","","30"
"BEBE-VIT",287582,3.21,"Macromed S.A.R.L.",1,"Stratum A1","219471/09","","30ml"
"BECAPLEX",38029953,424.92,"Benta Trading Co s.a.l.",1,"Stratum E1","222235/07","0.01%","15g"
"BECOZYM FORTE",290270,3.24,"Nouvelle Pharm Drugstore",1,"Stratum A1","3561","","20"
"BECOZYME",662514,7.40,"Nouvelle Pharm Drugstore",1,"Stratum A1","154714/1","","12 Ampoules"
"BEDRANOL",247267,2.76,"Mediterranean Pharmaceutical Company",1,"Stratum A1","25799","10mg","60"
"BEDRANOL",247267,2.76,"Mediterranean Pharmaceutical Company",1,"Stratum A1","25800","40mg","60"
"BENDAFOLIN",3584028,40.05,"BroadMed SAL",1,"Stratum B","10521/1","10mg/ml",""
"BENDAMUSTINE HYDROCHLORIDE",19610153,219.11,"Mediterranean Pharmaceutical Company",0,"Stratum D","151616/1","2.5mg/ml (25mg)","5vials x 10ml"
"BENDAMUSTINE HYDROCHLORIDE",78439178,876.42,"Mediterranean Pharmaceutical Company",1,"Stratum E2","151516/1","2.5mg/ml (100mg)","5vials x 50ml"
"BENDAMUSTINE HYDROCHLORIDE PHARMINICIO",78439178,876.42,"Mediterranean Pharmaceutical Company",1,"Stratum E2","113622/1","2.5mg/ml (100mg)","5vials x 50ml"
"BENDAMUSTINE MEDAC",16887989,188.69,"Mersaco",0,"Stratum D","22917/1","2.5mg/ml (100mg)","1 vial"
"BENDAMUSTINE MEDAC",24934922,278.60,"Mersaco",0,"Stratum D","23017/1","2.5mg/ml (25mg)","5 vial"
"BENDANUSTINE ARROW",23627731,264.00,"Karout pharmacy",0,"Stratum D","13225/1","2.5mg/ml (25mg)","Boite de 5flacons"
"BENDANUSTINE ARROW",88903468,993.33,"Karout pharmacy",1,"Stratum E2","13325/1","2.5mg/ml (100mg)","Boite de 5flacons"
"BENDAVIVAL",26072618,291.31,"Abela Frères S.A.L.",0,"Stratum D","100717/1","100mg","1Vial"
"BENEFIX",27390281,306.04,"Mersaco",0,"Stratum D","179219/1","500IU","1Vial + 1prefilled syringe + 1injection set"
"BENTA D 10.000",895895,10.01,"Benta Trading Co s.a.l.",1,"Stratum A2","96730/12","10,000IU","30"
"BENTAFLOX 500",831903,9.30,"Benta Trading Co s.a.l.",1,"Stratum A2","60426/1","500mg","7"
"BENZAC AC",388370,4.34,"Raymond Georges Abou Adal & Co",1,"Stratum A1","27095","5%","60g"
"BENZAC AC",416591,4.65,"Raymond Georges Abou Adal & Co",1,"Stratum A1","27096","10%","60g"
"BENZHEXOL",533697,5.96,"Pharmapro",1,"Stratum A1","2234/94","5mg","100"
"BENZIMIR",16887989,188.69,"New Europharm",0,"Stratum D","41723/01","100mg","1 single use vial"
"BEOVU",42752178,477.68,"Khalil Fattal & Fils S.A.L.",1,"Stratum E1","81520/1","120mg/ml","1pre-filled syringe"
"BEPANTHEN PLUS",319835,3.57,"Nouvelle Pharm Drugstore",1,"Stratum A1","25310","5%","30g"
"BERIATE",14098526,157.53,"Benta Trading Co s.a.l.",0,"Stratum D","14817/1","250IU","Dry substance + Solvent"
"BERIATE",28437886,317.74,"Benta Trading Co s.a.l.",0,"Stratum D","14917/1","500IU","Dry substance + Solvent"
"BESPONSA FOR INJECTION",921176511,10,292.47,"Droguerie Fattal  S.A.L.",1,"Stratum E2","147918/1","0.9mg/Vial","Pack of 1Vial"
"BETA-CAL",1251117,13.98,"Medway Healthcare SARL Single Partner",1,"Stratum A2","27623/1","","30g"
"BETA-CAL",1574983,17.60,"Medway Healthcare SARL Single Partner",1,"Stratum B","27523/1","","30g"
"BETAFUCIN",210983,2.36,"Germanos Health Care Supplies SARL",1,"Stratum A1","97884/12","","15g"
"BETAHISTINE ARROW",362837,4.05,"Darapharma S.A.L.",1,"Stratum A1","81220/1","16mg","45"
"BETAHISTINE ARROW GENERIQUES",749864,8.38,"Darapharma S.A.L.",1,"Stratum A2","102723/1","24mg","60"
"BETALOC ZOK",491846,5.50,"Omnipharma",1,"Stratum A1","167169/10","50mg","30"
"BETALOC ZOK",219046,2.45,"Omnipharma",1,"Stratum A1","185823/13","25mg","14"
"BETA-MICOTER",415951,4.65,"Pharmamedic S.A.R.L.",1,"Stratum A1","222378/08","","40g"
"BETAMOX ES",592635,6.62,"Pharmamedic S.A.R.L.",1,"Stratum A1","28820/1","","100ml"
"BETAMOX PLUS",717661,8.02,"Pharmamedic S.A.R.L.",1,"Stratum A1","105825/1","875mg+125mg","16"
"BETASERC",1623708,18.14,"Mersaco",1,"Stratum B","167820/1","16mg","60"
"BETASONE",120306,1.34,"Pharmaline S.A.L.",1,"Stratum A1","26556/88","1mg/g","15g"
"BETASONE-N",398033,4.45,"Pharmaline S.A.L.",1,"Stratum A1","26589/89","","15g"
"BETIXIM 100",700142,7.82,"Macromed S.A.R.L.",1,"Stratum A1","208015/03","","60ml"
"BETIXIM 100",348055,3.89,"Macromed S.A.R.L.",1,"Stratum A1","194491/05","","30ml"
"BETIXIM 400",1026696,11.47,"Macromed S.A.R.L.",1,"Stratum A2","208034/03","400mg","5"
"BETMIGA",3758727,42.00,"Mersaco",1,"Stratum B","27414/1","50mg","30"
