Code,Registration number,Brand name,Strength,Presentation,Form,Agent,Manufacturer,Country,Public Price LL,Pharmacist Margin,Stratum,public price Decision 119/1 20230126,Responsible Party Name,Responsible Party Country,Exch_Dates
11509,92822/1,BACTRIM FORTE,,10,Tablet,Omnipharma,Cenexi SAS,France,"344,024",23.08,A1,3.84,Eumedica Pharmaceuticals AG,Switzerland,8/11/2026
2747,,BANEOCIN,,20g,Ointment,Khalil Fattal & Fils S.A.L.,Salutas Pharma GmbH,Germany,"173,356",23.08,A1,1.94,Sandoz GmbH,Austria,8/11/2026
8907,106716/1,BASAGLAR KWIKPEN,100U/ml,5 prefilled pen,Solution for injection ,Droguerie de l'Union,Lilly France,France,"4,114,846",23.08,B,45.98,Lilly France,France,8/11/2026
12122,21325/1,BATRAMYCIN,,20g,Ointment,Mediterranean Pharmaceutical Company,Geistlich Pharma AG,Switzerland,"249,955",23.08,A1,2.79,Pharminicio SL,Spain,8/11/2026
10358,179019/1,BAVENCIO,20mg/ml,1Vial (10ml),Concentrate for solution for infusion,Food & Drug Corporation FDC,Merck Serono SA,Switzerland,"101,243,761",2.44,E2,"1,131.22",Merck Serono SA,Switzerland,8/11/2026
11118,181520/1,BAXDELA,450mg,20,Tablet,Droguerie de l'Union,"Austarpharma, LLC, USA under licensed from melinta Therapeutics, Inc, Illinois, USA",USA,"93,777,847",2.44,E2,"1,047.80",Hikma Pharmaceuticals,Jordan,8/11/2026
11119,16321/1,BAXDELA,300mg,10Vials,Powder for concentrate for solution for infusion,Droguerie de l'Union,"Patheon Italia SpA, Italy under licensed from Melinta Therapeutics, Inc, Illinois, USA",Italy,"78,349,010",10.71,E1,875.41,Hikma Pharmaceuticals,Jordan,8/11/2026
11081,61022/1,BBDOL-OR,,100ml,,Alfa Laboratoires S.A.L.,Alfa Laboratoires S.A.L.,Lebanon,"188,138",23.08,A1,2.10,Alfa Laboratoires S.A.L.,Lebanon,8/11/2026
11755,77022/1,B-BLOK SDK,50mg,30,"Tablet, film coated, controlled release",BroadMed SAL,Ilko Ilac Sanayi ve Tic. A.S,Turkey,"295,645",23.08,A1,3.30,Ilko Ilac Sanayi ve Tic. A.S,Turkey,8/11/2026
11756,77222/1,B-BLOK SDK,25mg,30,"Tablet, film coated, controlled release",BroadMed SAL,Ilko Ilac Sanayi ve Tic. A.S,Turkey,"282,207",23.08,A1,3.15,Ilko Ilac Sanayi ve Tic. A.S,Turkey,8/11/2026
7276,185844/13,BCG-MEDAC,,1Vial,Powder and solvent for suspension foe intravesical use,Mersaco,Medac Gesellschaft Fur Klinische Spezialpraparate mbH,Germany,"18,750,588",19.35,D,209.50,Medac Gesellschaft Fur Klinische Spezialpraparate mbH,Germany,8/11/2026
5041,194101/05,B-COR 10,,30,"Tablet, film coated",The Lebanese Pharmacists SAL,Joswe Medical (Jordan Sweden Medical and Sterilization Co),Jordan,"595,322",23.08,A1,6.65,,,8/11/2026
5957,219480/10,B-COR 2.5,2.5mg,30,"Tablet, film coated",The Lebanese Pharmacists SAL,Joswe Medical (Jordan Sweden Medical and Sterilization Co),Jordan,"149,167",23.08,A1,1.67,Joswe Medical (Jordan Sweden Medical and Sterilization Co),Jordan,8/11/2026
5039,194106/05,B-COR 5,,30,"Tablet, film coated",The Lebanese Pharmacists SAL,Joswe Medical (Jordan Sweden Medical and Sterilization Co),Jordan,"296,989",23.08,A1,3.32,,,8/11/2026
6869,219471/09,BEBE-VIT,,30ml,Oral drops,Macromed S.A.R.L.,Medical Union Pharmaceuticals (MUP),Egypt,"287,582",23.08,A1,3.21,Medical Union Pharmaceuticals Company,Egypt,8/11/2026
5211,222235/07,BECAPLEX,0.01%,15g,Gel,Benta Trading Co s.a.l.,Benta SAL,Lebanon,"38,029,953",10.71,E1,424.92,,,8/11/2026
1369,3561,BECOZYM FORTE,,20,Dragée,Nouvelle Pharm Drugstore,Dragenopharm Apotheker Puschl GmbH,Germany,"290,270",23.08,A1,3.24,Bayer Consumer Care Ltd,Switzerland,8/11/2026
8099,154714/1,BECOZYME,,12 Ampoules,Injectable solution,Nouvelle Pharm Drugstore,Cenexi SAS,France,"662,514",23.08,A1,7.40,Bayer Consumer Care AG,Switzerland,8/11/2026
1651,25799,BEDRANOL,10mg,60,"Tablet, film coated",Mediterranean Pharmaceutical Company,Lagap SA,Switzerland,"247,267",23.08,A1,2.76,,,8/11/2026
1652,25800,BEDRANOL,40mg,60,"Tablet, film coated",Mediterranean Pharmaceutical Company,Lagap SA,Switzerland,"247,267",23.08,A1,2.76,,,8/11/2026
11062,10521/1,BENDAFOLIN,10mg/ml,,,BroadMed SAL,Solupharm Pharmazeutischie,Germany,"3,584,028",23.08,B,40.05,Bendalis GmbH,Germany,8/11/2026
8942,151616/1,BENDAMUSTINE HYDROCHLORIDE,2.5mg/ml (25mg),5vials x 10ml,Powder for concentrate for solution for infusion,Mediterranean Pharmaceutical Company,Accord Healthcare Limited,UK,"19,610,153",19.35,D,219.11,Accord Healthcare Limited,UK,8/11/2026
8943,151516/1,BENDAMUSTINE HYDROCHLORIDE,2.5mg/ml (100mg),5vials x 50ml,Powder for concentrate for solution for infusion,Mediterranean Pharmaceutical Company,Accord Healthcare Limited,UK,"78,439,178",2.44,E2,876.42,Accord Healthcare Limited,UK,8/11/2026
11631,113622/1,BENDAMUSTINE HYDROCHLORIDE PHARMINICIO,2.5mg/ml (100mg),5vials x 50ml,Powder for concentrate for solution for infusion,Mediterranean Pharmaceutical Company,Pharminicio SL,Spain,"78,439,178",2.44,E2,876.42,Pharminicio SL,Spain,8/11/2026
9103,22917/1,BENDAMUSTINE MEDAC,2.5mg/ml (100mg),1 vial,Injectable powder for concentrate for solution,Mersaco,Medac Gesellschaft Fur Klinische Spezialpraparate mbH,Germany,"16,887,989",19.35,D,188.69,Medac Gesellschaft Fur Klinische Spezialpraparate mbH,Germany,8/11/2026
9104,23017/1,BENDAMUSTINE MEDAC,2.5mg/ml (25mg),5 vial,Injectable powder for concentrate for solution,Mersaco,Medac Gesellschaft Fur Klinische Spezialpraparate mbH,Germany,"24,934,922",19.35,D,278.60,Medac Gesellschaft Fur Klinische Spezialpraparate mbH,Germany,8/11/2026
12395,13225/1,BENDANUSTINE ARROW,2.5mg/ml (25mg),Boite de 5flacons,Poudre pour solution à diluer pour perfusion,Karout pharmacy,APL Swift Services (Malta) Limited,Malta,"23,627,731",19.35,D,264.00,Arrow Génériques,France,8/11/2026
12396,13325/1,BENDANUSTINE ARROW,2.5mg/ml (100mg),Boite de 5flacons,Poudre pour solution à diluer pour perfusion,Karout pharmacy,APL Swift Services (Malta) Limited,Malta,"88,903,468",2.44,E2,993.33,Arrow Génériques,France,8/11/2026
9333,100717/1,BENDAVIVAL,100mg,1Vial,Powder for concentrate for solution for infusion,Abela Frères S.A.L.,Thymoorgan Pharmazie GmbH,Germany,"26,072,618",19.35,D,291.31,Hikma Pharmaceuticals,Jordan,8/11/2026
10307,179219/1,BENEFIX,500IU,1Vial + 1prefilled syringe + 1injection set,Injectable powder and solvent for solution,Mersaco,Wyeth Pharma SA,Spain,"27,390,281",19.35,D,306.04,Pfizer Europe MA EEIG,Belgium,8/11/2026
7309,96730/12,BENTA D 10.000,"10,000IU",30,Capsule,Benta Trading Co s.a.l.,Benta SAL,Lebanon,"895,895",23.08,A2,10.01,Benta SAL,Lebanon,8/11/2026
12719,60426/1,BENTAFLOX 500,500mg,7,"Tablet, film coated",Benta Trading Co s.a.l.,Benta SAL,Lebanon,"831,903",23.08,A2,9.30,,,8/11/2026
3694,27095,BENZAC AC,5%,60g,Gel dermique,Raymond Georges Abou Adal & Co,Galderma,France,"388,370",23.08,A1,4.34,,,8/11/2026
3695,27096,BENZAC AC,10%,60g,Water Base Gel ,Raymond Georges Abou Adal & Co,Galderma,France,"416,591",23.08,A1,4.65,,,8/11/2026
4376,2234/94,BENZHEXOL,5mg,100,"Tablet, scored",Pharmapro,Mediphar Laboratories,Lebanon,"533,697",23.08,A1,5.96,,,8/11/2026
12516,41723/01,BENZIMIR,100mg,1 single use vial,Lyophilized powder for injection,New Europharm,Laboratorio Kemex SA,Argentine,"16,887,989",19.35,D,188.69,Bioprofarma Bago SA,Argentine,8/11/2026
10436,81520/1,BEOVU,120mg/ml,1pre-filled syringe,Solution for injection,Khalil Fattal & Fils S.A.L.,SA Alcon Couvreur NV,Belgium,"42,752,178",10.71,E1,477.68,Novartis Europharm Limited,Ireland,8/11/2026
3992,25310,BEPANTHEN PLUS,5%,30g,Cream,Nouvelle Pharm Drugstore,GP Grenzach Produktions GmbH,Germany,"319,835",23.08,A1,3.57,Bayer Consumer Care AG,Switzerland,8/11/2026
8986,14817/1,BERIATE ,250IU,Dry substance + Solvent,Vial,Benta Trading Co s.a.l.,"Packed by Benta SAL Lebanon under license from CSL Behring GmbH, Germany",Lebanon,"14,098,526",19.35,D,157.53,,,8/11/2026
8987,14917/1,BERIATE ,500IU,Dry substance + Solvent,Vial,Benta Trading Co s.a.l.,"Packed by Benta SAL Lebanon under license from CSL Behring GmbH, Germany",Lebanon,"28,437,886",19.35,D,317.74,,,8/11/2026
9688,147918/1,BESPONSA FOR INJECTION,0.9mg/Vial,Pack of 1Vial,powder for suspension for intravenous infusion only,Droguerie Fattal  S.A.L.,Pharmacia & Upjohn Company LLC,USA,"921,176,511",2.44,E2,"10,292.47","Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc",USA,8/11/2026
12001,27623/1,BETA-CAL,,30g,Gel,Medway Healthcare SARL Single Partner,Jerash Pharmaceuticals Ltd. Co,Jordan,"1,251,117",23.08,A2,13.98,Jerash Pharmaceuticals Ltd. Co,Jordan,8/11/2026
12002,27523/1,BETA-CAL,,30g,Ointment,Medway Healthcare SARL Single Partner,Jerash Pharmaceuticals Ltd. Co,Jordan,"1,574,983",23.08,B,17.60,Jerash Pharmaceuticals Ltd. Co,Jordan,8/11/2026
7532,97884/12,BETAFUCIN,,15g,Skin cream,Germanos Health Care Supplies SARL,Amman Pharmaceutical Industries Co Ltd,Jordan,"210,983",23.08,A1,2.36,Amman Pharmaceutical Industries Co Ltd,Jordan,8/11/2026
11124,81220/1,BETAHISTINE ARROW,16mg,45,Comprimés Sécables,Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,"362,837",23.08,A1,4.05,Arrow Génériques,France,8/11/2026
11937,102723/1,BETAHISTINE ARROW GENERIQUES,24mg,60,Tablet,Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,"749,864",23.08,A2,8.38,Arrow Génériques,France,8/11/2026
6516,167169/10,BETALOC ZOK,50mg,30,"Tablet, controlled release",Omnipharma,AstraZeneca AB,Sweden,"491,846",23.08,A1,5.50,AstraZeneca AB,Sweden,8/11/2026
7573,185823/13,BETALOC ZOK,25mg,14,"Tablet, controlled release",Omnipharma,AstraZeneca AB,Sweden,"219,046",23.08,A1,2.45,AstraZeneca AB,Sweden,8/11/2026
5504,222378/08,BETA-MICOTER,,40g,Cream,Pharmamedic S.A.R.L.,Mediphar Laboratories,Lebanon,"415,951",23.08,A1,4.65,,,8/11/2026
10860,28820/1,BETAMOX ES,,100ml,Powder for oral suspension,Pharmamedic S.A.R.L.,Laboratorios Atral SA,Portugal,"592,635",23.08,A1,6.62,Laboratorios Atral SA,Portugal,8/11/2026
12336,105825/1,BETAMOX PLUS,875mg+125mg,16,"Tablet, coated",Pharmamedic S.A.R.L.,"Chaoul Pharmaceuticals (Cha-pha) SAL Lebanon (Packing) under license from Laboratorios Atral SA, Portugal",Lebanon,"717,661",23.08,A1,8.02,,,8/11/2026
10531,167820/1,BETASERC,16mg,60,Tablet,Mersaco,"Pharmaline SAL Licensed by Abbott Healthcare Products BV, The Netherlands",Lebanon,"1,623,708",23.08,B,18.14,,,8/11/2026
4684,26556/88,BETASONE,1mg/g,15g,Cream,Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"120,306",23.08,A1,1.34,,,8/11/2026
4688,26589/89,BETASONE-N,,15g,Cream,Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"398,033",23.08,A1,4.45,,,8/11/2026
1726,208015/03,BETIXIM 100,,60ml,Dry suspension,Macromed S.A.R.L.,Middle East Pharmaceutical Co Midpharma,Jordan,"700,142",23.08,A1,7.82,,,8/11/2026
5245,194491/05,BETIXIM 100,,30ml,Dry suspension,Macromed S.A.R.L.,Middle East Pharmaceutical Co Midpharma,Jordan,"348,055",23.08,A1,3.89,,,8/11/2026
1727,208034/03,BETIXIM 400,400mg,5,Capsule,Macromed S.A.R.L.,Middle East Pharmaceutical Co Midpharma,Jordan,"1,026,696",23.08,A2,11.47,,,8/11/2026
7733,27414/1,BETMIGA,50mg,30,"Tablet, prolonged release",Mersaco,Astellas Pharma Europe BV,The Netherlands,"3,758,727",23.08,B,42.00,Astellas Pharma Europe BV,The Netherlands,8/11/2026
508,236445/98,BETNOVATE,0.1%,30ml,Scalp application,Abela Frères S.A.L.,Aspen Bad Oldesloe GmbH,Germany,"235,172",23.08,A1,2.63,,,8/11/2026
611,27179,BETNOVATE,0.1% w/w,30g,Cream,Abela Frères S.A.L.,Glaxo Operations UK Ltd,UK,"279,519",23.08,A1,3.12,,,8/11/2026
612,27180,BETNOVATE,0.1% w/w,30g,Ointment,Abela Frères S.A.L.,Glaxo Operations UK Ltd,UK,"279,519",23.08,A1,3.12,,,8/11/2026
11596,106923/1,BEVACIREL,400mg/16ml,1Vial,injection for intravenous infusion,Levant Pulse SARL,Reliance Life Sciences pvt Ltd,India,"49,744,595",10.71,E1,555.81,Reliance Life Sciences pvt Ltd,India,8/11/2026
11597,107023/1,BEVACIREL,100mg/4ml,1Vial,injection for intravenous infusion,Levant Pulse SARL,Reliance Life Sciences pvt Ltd,India,"14,719,570",19.35,D,164.46,,India,8/11/2026
1862,208672/03,BEVACOL 135,135mg,48,"Tablet, film coated",C. Catafago & Co,The Jordanian Pharmaceutical Manufacturing Company (JPM),Jordan,"532,162",23.08,A1,5.95,The Jordanian Pharmaceutical Manufacturing Company (JPM),Jordan,8/11/2026
10089,129018/1,BGLAU,,5ml,Eye drops solution,Abela Frères S.A.L.,Laboratorio Edol Produtos Farmaceuticos SA,Portugal,"638,325",23.08,A1,7.13,Laboratorio Edol Produtos Farmaceuticos SA,Portugal,8/11/2026
259,27703,BIAFINE,,100ml/93g,Emulsion,Biopharm,JNTL Consumer Health (France) SAS,France,"524,099",23.08,A1,5.86,Johnson and Johnson Santé Beauté,France,8/11/2026
8881,103816/1,BICALUTAMIDE ACCORD,50mg,28,"Tablet, film coated",Mediterranean Pharmaceutical Company,Accord Healthcare Limited,UK,"1,382,814",23.08,A2,15.45,Accord Healthcare Limited,UK,8/11/2026
11016,51722/1,BICALUTAMIDE BIOGARAN,50mg,30,Comprimés pelliculés,Commercial and Trading Ressources SAL (CTR),Synthon Hispania SL,Spain,"4,315,078",23.08,B,48.21,Laboratoires Biogaran,France,8/11/2026
11630,111122/1,BICALUTAMIDE GP PHARM,50mg,28,"Tablet, film coated",Mediterranean Pharmaceutical Company,"GP-Pharm, SA",Argentine,"1,306,215",23.08,A2,14.59,Pharminicio SL,Spain,8/11/2026
5889,222451/08,BICAMIDE,50mg,28,"Tablet, film coated",Nobel Pharm Plus SARL,Genepharm SARL,Greece,"1,451,753",23.08,B,16.22,,,8/11/2026
9900,173218/1,BIKTARVY,50mg/200mg/25mg,30,"Tablet, film coated",Khalil Fattal & Fils S.A.L.,Gilead Sciences Ireland UC,Ireland,"76,569,138",10.71,E1,855.52,Gilead Sciences Ireland UC,Ireland,8/11/2026
6368,166905/11,BINOCRIT,"10,000IU/ml",6 Prefilled syringes,Injectable solution,Khalil Fattal & Fils S.A.L.,IDT Biologika GmbH,Germany,"16,325,433",19.35,D,182.41,Sandoz GmbH,Austria,8/11/2026
6370,166903/11,BINOCRIT,"4,000IU/0.4ml",6 Prefilled syringes,Injectable solution,Khalil Fattal & Fils S.A.L.,IDT Biologika GmbH,Germany,"5,582,795",21.26,C,62.38,Sandoz GmbH,Austria,8/11/2026
6791,97990/12,BINOCRIT,"40,000IU/ml",1 Prefilled syringe,Injectable solution,Khalil Fattal & Fils S.A.L.,IDT Biologika GmbH,Germany,"11,726,826",19.35,D,131.03,Sandoz GmbH,Austria,8/11/2026
6372,166901/11,BINOCRIT,"2,000IU/ml",6 Prefilled syringes,Injectable solution,Khalil Fattal & Fils S.A.L.,IDT Biologika GmbH,Germany,"6,803,873",23.08,B,76.02,Sandoz GmbH,Austria,8/11/2026
10079,103119/1,BINOSTO,70mg,4,"Tablet, effervescent",Interpharma S.A.L.,Swiss Co Services AG,Switzerland,"1,709,368",23.08,B,19.10,Labatec Pharma SA,Switzerland,8/11/2026
10512,113717/1,BIOCARBON,250mg,50,Tablet,Mersaco,Pharmazeutische Fabrik Montavit GesmbH,Austria,"1,158,392",23.08,A2,12.94,F. Trenka Chemisch Pharmazeutiche Fabrik GmbH,Austria,8/11/2026
9522,79318/1,BIO-D3 25000IU,25.000IU,15,Capsule,Benta Trading Co s.a.l.,"Manufactured by Lambo Laboratoria NV, Belgium For Benta SAL, Lebanon On Behalf of Laboratoire Surveal, Belgium",Lebanon,"1,130,108",23.08,A2,12.63,,,8/11/2026
9760,14519/1,BIO-D3 25000IU,25.000IU,30,Capsule,Benta Trading Co s.a.l.,"Manufactured by Lambo Laboratoria NV, Belgium For Benta SAL, Lebanon On Behalf of Laboratoire Surveal, Belgium",Lebanon,"2,147,588",23.08,B,24.00,,,8/11/2026
8712,59216/1,BIODAL,"50,000IU",12,"Tablet, film coated",Macromed S.A.R.L.,Hayat Pharmaceuticals Industries Co PLC,Jordan,"1,110,014",23.08,A2,12.40,Hayat Pharmaceuticals Industries Co PLC,Jordan,8/11/2026
8620,1216/1,BIODROXIL,500mg,12,Capsule,Khalil Fattal & Fils S.A.L.,"Pharmaline under license from Sandoz GmbH, Austria",Lebanon,"496,382",23.08,A1,5.55,,,8/11/2026
8621,1316/1,BIODROXIL,1000mg,12,"Tablet, film coated",Khalil Fattal & Fils S.A.L.,"Pharmaline under license from Sandoz GmbH, Austria",Lebanon,"1,091,442",23.08,A2,12.19,,,8/11/2026
7069,219474/10,BIOGEST,100mg,10Ampoules x 2ml,,Premium Serve Drugstore Co. P.S.D. SAL,Marcyrl Pharmaceuticals Industries (MPI),Egypt,"2,328,879",23.08,B,26.02,Marcyrl Pharmaceuticals Industries (MPI),Egypt,8/11/2026
7319,166972/11,BIOGEST,200mg,30,Vaginal pessaries,Premium Serve Drugstore Co. P.S.D. SAL,Marcyrl Pharmaceuticals Industries (MPI),Egypt,"1,804,780",23.08,B,20.17,Marcyrl Pharmaceuticals Industries (MPI),Egypt,8/11/2026
12191,118424/1,BIOGEST,400mg,15,Vaginal pessaries,Premium Serve Drugstore Co. P.S.D. SAL,Marcyrl Pharmaceuticals Industries (MPI),Egypt,"1,083,137",23.08,A2,12.10,Marcyrl Pharmaceuticals Industries (MPI),Egypt,8/11/2026
11501,113621/1,BIOLASOMIDE,40mg,50,Tablet,BroadMed SAL,Biofarma Ilac San. ve Tic. AS,Turkey,"181,419",23.08,A1,2.03,Biofarma Ilac San. ve Tic. AS,Turkey,8/11/2026
4378,194794/05,BIPAX,,30,"Tablet, sugar coated",Medapharm Healthcare SAL,Mediphar Laboratories,Lebanon,"363,477",23.08,A1,4.06,,,8/11/2026
5615,221706/08,BI-PRETERAX ARGININE,5mg/1.25mg,30,"Tablet, film coated",Khalil Fattal & Fils S.A.L.,Servier (Ireland) Industrie Ltd,Ireland,"452,875",23.08,A1,5.06,Les Laboratoires Servier,France,8/11/2026
6262,166647/11,BI-PRETERAX ARGININE,10mg/2.5mg,30,"Tablet, film coated",Khalil Fattal & Fils S.A.L.,Servier (Ireland) Industrie Ltd,Ireland,"765,990",23.08,A2,8.56,Les Laboratoires Servier,France,8/11/2026
6248,167844/11,BI-PROFENID LP,100mg,20,Comprimés sécables à libération prolongée,Mersaco,Opella Healthcare International SAS,France,"392,402",23.08,A1,4.38,Sanofi Winthrop Industrie,France,8/11/2026
5506,24945/07,BISCORDEX,5mg,30,Tablet,Medi drug International SAL (MDI),Pharmadex licensed by Orbucell pharma  Canada,Lebanon,"406,992",23.08,A1,4.55,,,8/11/2026
5507,24944/07,BISCORDEX,10mg,30,Tablet,Medi drug International SAL (MDI),Pharmadex licensed by Orbucell pharma  Canada,Lebanon,"789,667",23.08,A2,8.82,,,8/11/2026
6715,166532/11,BISCORDEX PLUS,,30,Tablet,Medi drug International SAL (MDI),Pharmadex (Packing)  licensed by Orbucell pharma  Canada,Lebanon,"723,115",23.08,A1,8.08,,,8/11/2026
5181,24718/07,BISOCOR 10,10mg,30,"Tablet, film coated",Benta Trading Co s.a.l.,Benta SAL,Lebanon,"460,746",23.08,A2,5.15,,,8/11/2026
11445,35223/1,BISOCOR 2.5,2.5mg,30,"Tablet, film coated",Benta Trading Co s.a.l.,"Manufactured by Benta Lyon, France for Benta SAL",Lebanon,"207,336",23.08,A1,2.32,,,8/11/2026
5192,24714/07,BISOCOR 5,5mg,30,"Tablet, film coated",Benta Trading Co s.a.l.,Benta SAL,Lebanon,"345,560",23.08,A1,3.86,,,8/11/2026
11444,35123/1,BISOCOR 5,5mg,30,"Tablet, film coated",Benta Trading Co s.a.l.,"Manufactured by Benta Lyon, France for Benta SAL",Lebanon,"345,560",23.08,A1,3.86,,,8/11/2026
5397,222455/08,BISOCOR 5 PLUS,5mg/12.5mg,30,"Tablet, film coated",Benta Trading Co s.a.l.,Benta SAL,Lebanon,"678,321",23.08,A1,7.58,,,8/11/2026
4078,23881/07,BISOPROLOL NORMON,5mg,30,"Tablet, film coated",Droguerie Phenicia,Normon SA,Spain,"321,178",23.08,A1,3.59,Normon SA,Spain,8/11/2026
4079,23882/07,BISOPROLOL NORMON,10mg,30,"Tablet, film coated",Droguerie Phenicia,Normon SA,Spain,"372,244",23.08,A1,4.16,Normon SA,Spain,8/11/2026
7838,66314/1,BISOPROLOL NORMON,2.5mg,28,"Tablet, film coated",Droguerie Phenicia,Normon SA,Spain,"235,172",23.08,A1,2.63,Normon SA,Spain,8/11/2026
11251,121720/1,BISOPROLOL QUIVER LAB,2.5mg,30,Comprimés pelliculés sécables,Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,"292,958",23.08,A1,3.27,Arrow Génériques,France,8/11/2026
11252,121820/1,BISOPROLOL QUIVER LAB,3.75mg,30,Comprimés pelliculés sécables,Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,"544,256",23.08,A1,6.08,Arrow Génériques,France,8/11/2026
11253,121920/1,BISOPROLOL QUIVER LAB,7.5mg,30,Comprimés pelliculés sécables,Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,"544,256",23.08,A1,6.08,Arrow Génériques,France,8/11/2026
12079,57824/1,BISOPROLOL QUIVER LAB,5mg,30,"Tablet, film coated, scored",Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,"264,737",23.08,A1,2.96,Arrow Génériques,France,8/11/2026
12080,57924/1,BISOPROLOL QUIVER LAB,10mg,30,"Tablet, film coated, scored",Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,"526,786",23.08,A1,5.89,Arrow Génériques,France,8/11/2026
11383,72222/1,BISOPROLOL REF,2.5mg,30,Comprimés pelliculés sécables,Commercial and Trading Ressources SAL (CTR),Les Laboratoires Servier Industrie,France,"272,800",23.08,A1,3.05,Laboratoires Biogaran,France,8/11/2026
11384,72422/1,BISOPROLOL REF,5mg,30,Comprimés pelliculés sécables,Commercial and Trading Ressources SAL (CTR),Les Laboratoires Servier Industrie,France,"272,800",23.08,A1,3.05,Laboratoires Biogaran,France,8/11/2026
11385,72322/1,BISOPROLOL REF,10mg,30,Comprimés pelliculés sécables,Commercial and Trading Ressources SAL (CTR),Les Laboratoires Servier Industrie,France,"544,256",23.08,A1,6.08,Laboratoires Biogaran,France,8/11/2026
10795,96721/1,BIVASTINA 100,100mg/4ml,2Vials,Concentrate for solution for infusion,Benta Trading Co s.a.l.,"Manufactured by JSC Biocad, Russia for Benta SAL",Lebanon,"22,840,337",19.35,D,255.20,,,8/11/2026
11666,130823/1,BIVASTINA 100,100mg/4ml,1Vial,Concentrate for solution for infusion,Benta Trading Co s.a.l.,"Manufactured by JSC Biocad, Russia for Benta SAL",Lebanon,"12,021,318",19.35,D,134.32,,,8/11/2026
10794,96821/1,BIVASTINA 400,400mg/16ml,2Vials,Concentrate for solution for infusion,Benta Trading Co s.a.l.,"Manufactured by JSC Biocad, Russia for Benta SAL",Lebanon,"92,353,609",2.44,E2,"1,031.88",,,8/11/2026
11667,6524/1,BIVASTINA 400,400mg/16ml,1Vial,Concentrate for solution for infusion,Benta Trading Co s.a.l.,"Manufactured by JSC Biocad, Russia for Benta SAL",Lebanon,"53,111,763",10.71,E1,593.43,,,8/11/2026
10867,57317/1,BLASTOFERON,44mcg,12 disposable Prefilled syringes,Solution for injection (SC),Droguerie Phenicia,BioSidus SAU,Argentine,"55,847,685",10.71,E1,624.00,BioSidus SAU,Argentine,8/11/2026
10868,57217/1,BLASTOFERON,22mcg,12 disposable Prefilled syringes,Solution for injection (SC),Droguerie Phenicia,BioSidus SAU,Argentine,"40,725,735",10.71,E1,455.04,BioSidus SAU,Argentine,8/11/2026
7551,186649/13,BLEO-CELL,15mg,1Vial,Injectable powder for solution,Drugstore 3U S.A.R.L.,Thymoorgan Pharmazie GmbH,Germany,"3,817,857",23.08,B,42.66,Stadapharm GmbH,Germany,8/11/2026
12117,23825/1,BLEOCIN,15U,1Vial,Lyophilized powder for solution for injection,Mediterranean Pharmaceutical Company,Pharminicio SL,Spain,"2,109,833",23.08,B,23.57,Pharminicio SL,Spain,8/11/2026
8498,161415/1,BLINCYTO,35mcg,1 Single use Vial for Intavenous infusion,Lyophilized powder + Solution Stabilizer Vial,Mersaco,Amgen Technology (Ireland) Unlimited Company,Ireland,"239,128,127",2.44,E2,"2,671.82",Amgen Inc,USA,8/11/2026
481,27946/95,BLOKIUM 100MG,100mg,30,Tablet,Droguerie Phenicia,"Industrias Farmaceuticas Almirall, S.A.",Spain,"377,620",23.08,A1,4.22,Almirall SA,Spain,8/11/2026
480,27945/95,BLOKIUM 50MG,50mg,30,Tablet,Droguerie Phenicia,"Industrias Farmaceuticas Almirall, S.A.",Spain,"186,794",23.08,A1,2.09,Almirall SA,Spain,8/11/2026
