Code,Registration number,Brand name,Strength,Presentation,Form,Agent,Manufacturer,Country,Public Price LL,Pharmacist Margin,Stratum,public price Decision 119/1 20230126,Responsible Party Name,Responsible Party Country,Exch_Dates
12442,52122/1,ROLITAC XR,3mg,100,"Capsule, hard, prolonged release",Khalil Fattal & Fils S.A.L.,Lek Pharmaceuticals dd,Slovenia,"34,888,503",19.35,D,389.82,Hexal AG,Germany,8/11/2026
12443,52022/1,ROLITAC XR,1mg,100,"Capsule, hard, prolonged release",Khalil Fattal & Fils S.A.L.,Lek Pharmaceuticals dd,Slovenia,"12,138,660",21.26,C,135.63,Hexal AG,Germany,8/11/2026
12444,51922/1,ROLITAC XR,0.5mg,100,"Capsule, hard, prolonged release",Khalil Fattal & Fils S.A.L.,Lek Pharmaceuticals dd,Slovenia,"6,329,498",23.08,B,70.72,Hexal AG,Germany,8/11/2026
2973,208576/03,ROMILAST,10mg,10,Tablet,Mediterranean Pharmaceutical Company,Sun Pharmaceuticals Industries Ltd,India,"228,453",23.08,A1,2.55,,,8/11/2026
5353,24105/06,ROMILAST,5mg,30,Tablet,Mediterranean Pharmaceutical Company,Sun Pharmaceuticals Industries Ltd,India,"518,723",23.08,A1,5.80,,,8/11/2026
5354,221981/06,ROMILAST,4mg,30,Tablet,Mediterranean Pharmaceutical Company,Sun Pharmaceuticals Industries Ltd,India,"405,840",23.08,A1,4.53,,,8/11/2026
12287,25824/1,RONKOTOL,2.5mg/2.5ml,Single dose vial/ 20Nebules,Solution for inhalation,New Europharm,Vem Ilac San. Ve Tic AS,Turkey,"470,345",23.08,A1,5.26,Vem Ilac San. Ve Tic AS,Turkey,8/11/2026
6513,222474/08,ROPENEM 1000 BENTA,1000mg,1vial,Injectable,Benta Trading Co s.a.l.,Benta SAL,Lebanon,"995,723",23.08,A2,11.13,,,8/11/2026
12390,156625/1,ROPENEM 1000 BENTA,1000mg,10vials,Injectable,Benta Trading Co s.a.l.,Benta SAL,Lebanon,"8,675,117",21.26,C,96.93,,,8/11/2026
7101,186264/13,ROPIVACAINA MOLTENI,7.5mg/ml,5 ampoules x 10ml,Solution for injection,Macromed S.A.R.L.,L. Molteni & C.dei F.LLi Alitti  societa.di.Esercizio SpA,Italy,"2,332,911",23.08,B,26.07,L. Molteni & C.dei F.LLi Alitti  societa.di.Esercizio SpA,Italy,8/11/2026
10275,159619/1,ROPIVACAINE B. BRAUN,7.5mg/ml (75mg/10ml),20 plastic Ampoules x 10ml,Solution for Injection,Droguerie de l'Union,B. Braun Melsungen AG,Germany,"4,831,114",23.08,B,53.98,B. Braun Melsungen AG,Germany,8/11/2026
6301,167998/11,ROSUCOR,40mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"487,623",23.08,A1,5.45,,,8/11/2026
6302,167996/11,ROSUCOR,10mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"487,623",23.08,A1,5.45,,,8/11/2026
6303,167997/11,ROSUCOR,20mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"487,623",23.08,A1,5.45,,,8/11/2026
7724,186814/14,ROSUCOR,5mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"360,918",23.08,A1,4.03,,,8/11/2026
11345,FE15123/1,ROSUPHAR,5mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"360,918",23.08,A1,4.03,,,8/11/2026
11346,FE15223/1,ROSUPHAR,10mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"487,623",23.08,A1,5.45,,,8/11/2026
11347,FE15323/1,ROSUPHAR,20mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"487,623",23.08,A1,5.45,,,8/11/2026
11348,FE15023/1,ROSUPHAR,40mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"487,623",23.08,A1,5.45,,,8/11/2026
5484,195052/04,ROSUVAS,10mg,30,Tablet,Mediterranean Pharmaceutical Company,Sun Pharmaceuticals Industries Ltd,India,"450,187",23.08,A1,5.03,Sun Pharmaceuticals Industries Ltd,India,8/11/2026
5485,195051/04,ROSUVAS,20mg,30,Tablet,Mediterranean Pharmaceutical Company,Sun Pharmaceuticals Industries Ltd,India,"450,187",23.08,A1,5.03,Sun Pharmaceuticals Industries Ltd,India,8/11/2026
12553,196325/1,ROSVATOR,20mg,30,"Tablet, film coated",New Larys Pharm SARL,"UBSA Pharma Industries SARL (Secondary Packaging), manufacturer: Livealth Biopharma Pvt. Ltd, India",Lebanon,"499,142",23.08,A1,5.58,,,8/11/2026
12554,196225/1,ROSVATOR,10mg,30,"Tablet, film coated",New Larys Pharm SARL,"UBSA Pharma Industries SARL (Secondary Packaging), manufacturer: Livealth Biopharma Pvt. Ltd, India",Lebanon,"499,142",23.08,A1,5.58,,,8/11/2026
6634,97957/12,ROTARIX ORAL,,1 dose (1.5ml),Oral suspension in 1 oral applicator ,Abela Frères S.A.L.,GlaxoSmithKline Biologicals SA,Belgium,"5,167,074",23.08,B,57.73,GlaxoSmithKline Biologicals SA,Belgium,8/11/2026
10899,104220/1,"ROTASIIL, ROTAVIRUS VACCINE, LIVE ATTENUATED (ORAL FREEZE-DRIED)",,1dose 2.5ml,Freeze-dried,Unipharm S.A.L.,Serum Institute of India Pvt Ltd,India,"2,822,069",23.08,B,31.53,Serum Institute of India Pvt Ltd,India,8/11/2026
11057,111722/1,"ROTASIIL, ROTAVIRUS VACCINE, LIVE ATTENUATED (ORAL LIQUID)",,1dose 2ml,Liquid,Unipharm S.A.L.,Serum Institute of India Pvt Ltd,India,"2,822,069",23.08,B,31.53,Serum Institute of India Pvt Ltd,India,8/11/2026
5950,24974/07,"ROTATEQ ROTAVIRUS VACCINE, LIVE, ORAL, PENTAVALENT",,1x2ml single dose tube,,Droguerie de l'Union,"Merck Sharp & Dohme LLC, West Point",USA,"4,508,592",23.08,B,50.38,"Merck Sharp & Dohme LLC, Rahway",USA,8/11/2026
1765,27771,ROVAMYCINE,3MUI,10,"Tablet, film coated",Mersaco,Sanofi SRL,Italy,"649,076",23.08,A1,7.25,Sanofi Aventis,France,8/11/2026
1766,20858,ROVAMYCINE,1.5MUI,16,"Tablet, film coated",Mersaco,Sanofi SRL,Italy,"256,674",23.08,A1,2.87,Sanofi Aventis,France,8/11/2026
7384,167709/10,ROVASTIN,20mg,30,Tablet,Pharmapro,Mediphar Laboratories,Lebanon,"560,574",23.08,A1,6.26,,,8/11/2026
8462,56614/1,ROVASTIN,10mg,30,Tablet,Pharmapro,Mediphar Laboratories,Lebanon,"560,574",23.08,A1,6.26,,,8/11/2026
1204,,ROWATINEX,,30,Capsule,Sadco,Rowa Wagner GmbH & Co KG,Germany,"255,330",23.08,A1,2.85,,,8/11/2026
7767,186811/14,ROXARDIO,40mg,28,"Tablet, film coated",Khalil Fattal & Fils S.A.L.,"Pharmaline under license from Sandoz GmbH, Austria",Lebanon,"749,058",23.08,A2,8.37,"Lek Pharmaceuticals dd, Slovenia (raw material)",,8/11/2026
7768,186813/14,ROXARDIO,20mg,28,"Tablet, film coated",Khalil Fattal & Fils S.A.L.,"Pharmaline under license from Sandoz GmbH, Austria",Lebanon,"749,058",23.08,A2,8.37,"Lek Pharmaceuticals dd, Slovenia (raw material)",,8/11/2026
7769,186812/14,ROXARDIO,10mg,28,"Tablet, film coated",Khalil Fattal & Fils S.A.L.,"Pharmaline under license from Sandoz GmbH, Austria",Lebanon,"749,058",23.08,A2,8.37,"Lek Pharmaceuticals dd, Slovenia (raw material)",,8/11/2026
1498,973324/01,ROXIL,250mg/5ml,100ml,Suspension,Mersaco,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,"459,594",23.08,A1,5.14,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,8/11/2026
1503,973325/01,ROXIL,500mg,20,Capsule,Mersaco,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,"869,466",23.08,A2,9.71,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,8/11/2026
6054,219239/09,ROXONIN,60mg,20,Tablet,Food & Drug Corporation FDC,SAJA Pharmaceuticals (Saudi Arabia Japanese Pharmaceutical Company Limited) under licence from Daiichi Sankyo Co Ltd Japan,Saudi Arabia,"788,836",23.08,A2,8.81,SAJA Pharmaceuticals (Saudi Arabia Japanese Pharmaceutical Company Limited) under licence from Daiichi Sankyo Co Ltd Japan,Saudi Arabia,8/11/2026
8869,158716/1,ROXONIN,60mg,40,Tablet,Food & Drug Corporation FDC,SAJA Pharmaceuticals (Saudi Arabia Japanese Pharmaceutical Company Limited) under licence from Daiichi Sankyo Co Ltd Japan,Saudi Arabia,"1,295,464",23.08,A2,14.47,SAJA Pharmaceuticals (Saudi Arabia Japanese Pharmaceutical Company Limited) under licence from Daiichi Sankyo Co Ltd Japan,Saudi Arabia,8/11/2026
9839,142018/1,ROXONIN TAPE,100mg,7,Cutaneous patch,Food & Drug Corporation FDC,Lead Chemical Co. Ltd.,Japan,"983,693",23.08,A2,10.99,SAJA- Saudi Arabia Japanese Pharmaceutical Co,Saudi Arabia,8/11/2026
9841,142118/1,ROXONIN TAPE,50mg,7,Cutaneous patch,Food & Drug Corporation FDC,Lead Chemical Co. Ltd.,Japan,"893,655",23.08,A2,9.98,SAJA- Saudi Arabia Japanese Pharmaceutical Co,Saudi Arabia,8/11/2026
3698,135371,ROZEX,0.75%,30g,Gel,Raymond Georges Abou Adal & Co,Galderma,France,"513,348",23.08,A1,5.74,,,8/11/2026
12586,23623/1,ROZLYTREK,100mg,30,"Capsule, hard",Omnipharma,Catalent Greenville Inc,USA,"78,552,305",2.44,E2,877.68,F. Hoffmann La Roche Ltd,Switzerland,8/11/2026
12587,23723/1,ROZLYTREK,200mg,90,"Capsule, hard",Omnipharma,Catalent Greenville Inc,USA,"472,298,786",2.44,E2,"5,277.08",F. Hoffmann La Roche Ltd,Switzerland,8/11/2026
9715,168918/1,R-SOL,,1000ml Viaflex bag,Injectable solution,Alfa Laboratoires S.A.L.,Alfa Laboratoires S.A.L.,Lebanon,"226,388",16.67,,2.53,,,8/11/2026
9178,161515/1,RUCORON,50mg/5ml,10 vials,Injectable solution for IV bolus infusion,Droguerie de l'Union,Hikma Farmaceutica,Portugal,"3,711,693",23.08,B,41.47,Hikma Pharmaceuticals,Jordan,8/11/2026
9532,46218/1,RUPATADINE BIOGARAN,10mg,30,Comprimés,Commercial and Trading Ressources SAL (CTR),Martin Dow Pharmaceuticals,France,"341,336",23.08,A1,3.81,Laboratoires Biogaran,France,8/11/2026
11621,13923/1,RUXIENCE,500mg/50ml,1Vial,Concentrate for solution for infusion,Droguerie Fattal  S.A.L.,Pfizer Manufacturing Belgium NV ,Belgium,"59,148,151",10.71,E1,660.87,Pfizer Europe MA EEIG,Belgium,8/11/2026
11622,14023/1,RUXIENCE,100mg/10ml,1Vial,Concentrate for solution for infusion,Droguerie Fattal  S.A.L.,Pfizer Manufacturing Belgium NV ,Belgium,"13,157,756",19.35,D,147.01,Pfizer Europe MA EEIG,Belgium,8/11/2026
12310,84924/1,RUXOTOP,1.5%,60g,Topical cream,The Lebanese Pharmacists SAL,Marcyrl Pharmaceuticals Industries (MPI),Egypt,"12,306,475",21.26,C,137.50,Marcyrl Pharmaceuticals Industries (MPI),Egypt,8/11/2026
12150,52522/1,RYBREVANT,350mg,1Vial,Concentrate for solution for infusion,Mersaco,Cilag AG,Switzerland,"135,818,621",2.44,E2,"1,517.53",Janssen Cilag International NV,Belgium,8/11/2026
9659,183417/1,RYDAPT,25mg,112 (4 Packs of 28),"Capsule, soft",Khalil Fattal & Fils S.A.L.,Catalent Germany Eberbach GmbH,Germany,"1,213,556,561",2.44,E2,"13,559.29",Novartis Pharma AG,Switzerland,8/11/2026
10293,128719/1,RYDAPT,25mg,56 (2 Packs of 28),"Capsule, soft",Khalil Fattal & Fils S.A.L.,Catalent Germany Eberbach GmbH,Germany,"606,778,281",2.44,E2,"6,779.65",Novartis Pharma AG,Switzerland,8/11/2026
5283,221421/08,RYTMONORM,150mg,30,"Tablet, film coated",Mersaco,"Pharmaline Licensed by Abbott Laboratories GmbH, Germany",Lebanon,"1,119,850",23.08,A2,12.51,,,8/11/2026
5284,221422/08,RYTMONORM,300mg,30,"Tablet, film coated",Mersaco,"Pharmaline Licensed by Abbott Laboratories GmbH, Germany",Lebanon,"1,883,860",23.08,B,21.05,,,8/11/2026
7961,25314/1,RYZODEG,100IU/ml,5x3ml Prefilled pen (Flextouch),Injectable solution,Mersaco,"Novo Nordisk Production SAS, Chartres",France,"7,058,661",21.26,C,78.87,Novo Nordisk AS,Denmark,8/11/2026
3265,261499,SABRIL,500mg,60,"Tablet, film coated",Mersaco,Patheon France SA,France,"2,988,706",23.08,B,33.39,Sanofi Winthrop Industrie,France,8/11/2026
10194,115319/1,SAGIFOR,100mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"1,242,606",23.08,B,13.88,,,8/11/2026
10314,115619/1,SAGIMET,50mg/1000mg,60,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"1,551,690",23.08,B,17.34,,,8/11/2026
10315,115419/1,SAGIMET,50mg/500mg,60,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"1,432,536",23.08,B,16.01,,,8/11/2026
10316,115519/1,SAGIMET,50mg/850mg,60,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"1,463,892",23.08,B,16.36,,,8/11/2026
7296,187475/13,SAGITTA,100mg,60,"Capsule, hard",Raymond Georges Abou Adal & Co,"Adamed Pharma S.A., Pabianice, Poland, for Arwan Pharmaceutical industries Lebanon SAL",Lebanon,"25,170,264",19.35,D,281.23,,,8/11/2026
7294,187474/13,SAGITTA,400mg,30,"Capsule, hard",Raymond Georges Abou Adal & Co,"Adamed Pharma S.A., Pabianice, Poland, for Arwan Pharmaceutical industries Lebanon SAL",Lebanon,"51,723,840",10.71,E1,577.92,,,8/11/2026
9332,105517/1,SALAPIME,1g,1Vial,Powder for solution for injection or infusion,Medi drug International SAL (MDI),Laboratorio Reig Jofre SA,Spain,"618,168",23.08,A1,6.91,Laboratorio Reig Jofre SA,Spain,8/11/2026
4354,2438/94,SALBUTAMOL SULFATE,2mg,100,"Tablet, scored",Medapharm Healthcare SAL,Mediphar Laboratories,Lebanon,"401,873",23.08,A1,4.49,,,8/11/2026
8775,132515/1,SALCROZINE,500mg,100,"Tablet, gastroresistant",Pharmamedic S.A.R.L.,Faes Farma SA,Spain,"2,013,076",23.08,B,22.49,Faes Farma SA,Spain,8/11/2026
10339,172719/1,SALCROZINE,1g,100,"Tablet, gastroresistant",Pharmamedic S.A.R.L.,Faes Farma SA,Spain,"4,073,187",23.08,B,45.51,Faes Farma SA,Spain,8/11/2026
10682,73720/1,SALCROZINE,500mg,12,Suppository,Pharmamedic S.A.R.L.,Faes Farma Portugal SA,Portugal,"576,508",23.08,A1,6.44,Faes Farma SA,Spain,8/11/2026
11799,45423/1,SALCROZINE,1000mg,24,Suppository,Pharmamedic S.A.R.L.,Faes Farma Portugal SA,Portugal,"2,306,034",23.08,B,25.77,Faes Farma Portugal SA,Portugal,8/11/2026
96,27447,SALOFALK,4g,7,Enema,Meksapharma SARL,Dr Falk Pharma GmbH,Germany,"3,796,355",23.08,B,42.42,,,8/11/2026
3115,27446,SALOFALK,500mg,100,"Tablet, enteric coated",Meksapharma SARL,Dr Falk Pharma GmbH,Germany,"2,835,508",23.08,B,31.68,,,8/11/2026
8319,8515/1,SALOFALK,1.5g,60Sachets,"Granules, gastro-resistant, prolonged release",Meksapharma SARL,Dr Falk Pharma GmbH,Germany,"6,150,767",23.08,B,68.72,Dr Falk Pharma GmbH,Germany,8/11/2026
8320,8615/1,SALOFALK,3g,60Sachets,"Granules, gastro-resistant, prolonged release",Meksapharma SARL,Dr Falk Pharma GmbH,Germany,"11,256,652",21.26,C,125.77,Dr Falk Pharma GmbH,Germany,8/11/2026
8321,8415/1,SALOFALK,1000mg,50Sachets,"Granules, gastro-resistant, prolonged release",Meksapharma SARL,Dr Falk Pharma GmbH,Germany,"3,874,298",23.08,B,43.29,Dr Falk Pharma GmbH,Germany,8/11/2026
7846,54714/1,SALOFALK  ,1g,30,Suppository,Meksapharma SARL,Dr Falk Pharma GmbH,Germany,"3,948,209",23.08,B,44.11,Dr Falk Pharma GmbH,Germany,8/11/2026
3116,208313/97,SALOFALK  500,500mg,10,Suppository,Meksapharma SARL,Dr Falk Pharma GmbH,Germany,"677,297",23.08,A1,7.57,,,8/11/2026
3117,236283/98,SANAMIDOL,20mg,14,Capsule,Mediterranean Pharmaceutical Company,Pharminicio SL,Spain,"456,906",23.08,A1,5.11,Pharminicio SL,Spain,8/11/2026
11008,126021/1,SANCUSO,3.1mg/24h,1 patch,Transdermal patch,Droguerie Mercury S.A.L.,Pharbil Waltrop GmbH (a subsidiary of Nextpharma),Germany,"7,590,728",21.26,C,84.81,Kyowa Kirin Holdings B.V.,The Netherlands,8/11/2026
845,26396,SANDIMMUN,250mg/5ml,10x5ml,Ampoule Infusion ,Khalil Fattal & Fils S.A.L.,Novartis Pharma Stein AG,Switzerland,"6,992,013",23.08,B,78.12,Novartis Pharma AG,Switzerland,8/11/2026
870,27958,SANDIMMUN NEORAL,100mg/ml,50ml,Oral Solution,Khalil Fattal & Fils S.A.L.,Delpharm Huningue SAS Huningue,France,"8,264,592",21.26,C,92.34,Novartis Pharma AG,Switzerland,8/11/2026
867,27955,SANDIMMUN NEORAL SOFT GELATIN,25mg,50,Capsule,Khalil Fattal & Fils S.A.L.,Catalent Germany Eberbach GmbH,Germany,"2,385,320",23.08,B,26.65,Novartis Pharma AG,Switzerland,8/11/2026
868,27956,SANDIMMUN NEORAL SOFT GELATIN,50mg,50,Capsule,Khalil Fattal & Fils S.A.L.,Catalent Germany Eberbach GmbH,Germany,"4,309,703",23.08,B,48.15,Novartis Pharma AG,Switzerland,8/11/2026
869,27957,SANDIMMUN NEORAL SOFT GELATIN,100mg,50,Capsule,Khalil Fattal & Fils S.A.L.,Catalent Germany Eberbach GmbH,Germany,"8,264,592",21.26,C,92.34,Novartis Pharma AG,Switzerland,8/11/2026
850,26820,SANDOSTATIN,0.1mg/ml,5x1ml,Ampoule,Khalil Fattal & Fils S.A.L.,Delpharm Dijon,France,"1,038,790",23.08,A2,11.61,Novartis Pharma AG,Switzerland,8/11/2026
5848,218903/10,SANDOSTATIN LAR,20mg,1 vial,Injectable powder,Khalil Fattal & Fils S.A.L.,"Novartis Pharmaceutical Manufacturing GmbH, Langkampfen",Austria,"38,081,642",10.71,E1,425.49,Novartis Pharma AG,Switzerland,8/11/2026
5849,218904/10,SANDOSTATIN LAR,30mg,1 vial,Injectable powder,Khalil Fattal & Fils S.A.L.,"Novartis Pharmaceutical Manufacturing GmbH, Langkampfen",Austria,"57,123,171",10.71,E1,638.25,Novartis Pharma AG,Switzerland,8/11/2026
12712,98225/1,SANTA D ,"10,000IU",30,"Capsule, soft gelatin",Tamipharm,"Manufactured by ASOJ Soft Caps Pvt Ltd, Packed by UBSA Pharma Industries SARL ",Lebanon,"935,570",23.08,A2,10.45,,,8/11/2026
8854,93816/1,SAXENDA,6mg/ml,Prefilled pen 3x3ml,Injectable solution,Mersaco,Novo Nordisk AS,Denmark,"16,747,035",19.35,D,187.12,Novo Nordisk AS,Denmark,8/11/2026
12031,100724/1,SCANDINIBSA,3%,50Cartriges,Solution for injection,Richa Dental Drugstore,Laboratorios Inibsa SA,Spain,"1,191,988",23.08,A2,13.32,Laboratorios Inibsa SA,Spain,8/11/2026
3863,26492,SCANDONEST 3% sans vasoconstricteur,3%,50Cartridges x 1.8ml,Injectable solution,Droguerie Tamer SAL,Septodont,France,"3,461,738",23.08,B,38.68,,,8/11/2026
9783,113716/1,SCLEMOD,0.5mg,30,Capsule,Benta Trading Co s.a.l.,"Manufactured by Hetero Labs Ltd, India Packed by Benta SAL",Lebanon,"18,264,981",10.71,E1,204.08,,,8/11/2026
11532,119623/1,SCLEMOD,0.5mg,28,Capsule,Benta Trading Co s.a.l.,"Manufactured by Benta Lyon, France for Benta SAL",Lebanon,"17,079,643",10.71,E1,190.83,,,8/11/2026
3119,405494/00,SCOBUREN ,20mg/ml,10amp x1ml,Injectable solution,Minapharm Halabi,"Renaudin
",France,"370,901",23.08,A1,4.14,"Renaudin
",,8/11/2026
1579,208377/02,SCOPINAL,20mg/ml,5Ampoules,Injection,Pharmanet Drugstore S.A.R.L.,Julphar,United Arab Emirates,"178,731",23.08,A1,2.00,,,8/11/2026
3748,208378/02,SCOPINAL,10mg,20,"Tablet, film coated",Pharmanet Drugstore S.A.R.L.,Julphar,United Arab Emirates,"162,605",23.08,A1,1.82,,,8/11/2026
3749,208379/02,SCOPINAL,5mg/5ml,100ml,Syrup,Pharmanet Drugstore S.A.R.L.,Julphar,United Arab Emirates,"210,983",23.08,A1,2.36,,,8/11/2026
11643,98923/1,SECNOL,2g,Boite de 1sachet,Granules en sachet-dose,Medi drug International SAL (MDI),Macors,France,"842,589",23.08,A2,9.41,Substipharm,France,8/11/2026
12581,78125/1,SECNOL,2g,Boite de 1sachet,Granules en sachet-dose,Medi drug International SAL (MDI),Inpharmasci,France,"842,589",23.08,A2,9.41,Substipharm,France,8/11/2026
7703,187434/13,SEDIPROCT,,20g,Topical Cream,Macromed S.A.R.L.,Medical Union Pharmaceuticals (MUP),Egypt,"290,270",23.08,A1,3.24,Medical Union Pharmaceuticals (MUP),Egypt,8/11/2026
9781,160515/1,SEDIPROCT,,6,Rectal suppositories,Macromed S.A.R.L.,Medical Union Pharmaceuticals (MUP),Egypt,"237,860",23.08,A1,2.66,Medical Union Pharmaceuticals (MUP),Egypt,8/11/2026
10105,173817/1,SEDOXIL,,60,Tablet,Levant Alie Houses S.A.L.,"Bial- Portela & Ca, SA",Portugal,"1,705,336",23.08,B,19.05,"Bial- Portela & Ca, SA",Portugal,8/11/2026
7534,186628/13,SEEBRI BREEZHALER,50mcg,30 Hard capsules with inhaler,Inhalation Powder,Khalil Fattal & Fils S.A.L.,Siegfried Barbera SL,Spain,"2,687,685",23.08,B,30.03,Novartis Pharma AG,Switzerland,8/11/2026
7910,31414/1,SEFARIN,125mg/5ml,100ml,Suspension,Picomed SARL,Pharma International Co Ltd,Jordan,"1,695,929",23.08,B,18.95,Pharma International Co Ltd,Jordan,8/11/2026
8227,50715/1,SEFARIN,125mg/5ml,50ml,Suspension,Picomed SARL,Pharma International Co Ltd,Jordan,"939,346",23.08,A2,10.50,Pharma International Co Ltd,Jordan,8/11/2026
8340,186808/14,SEFARIN,300mg,10,Capsule,Picomed SARL,Pharma International Co Ltd,Jordan,"1,490,321",23.08,B,16.65,Pharma International Co Ltd,Jordan,8/11/2026
3996,24529/07,SEGUREX,50mg,4,"Tablet, coated",Droguerie Phenicia,Gador SA,Argentine,"315,803",23.08,A1,3.53,Gador SA,Argentine,8/11/2026
7835,186179/13,SEIZET 25,25mg,30,"Tablet, dispersible/ chewable",Premium Serve Drugstore Co. P.S.D. SAL,The United Pharmaceutical Manufacturing Co Ltd,Jordan,"573,821",23.08,A1,6.41,The United Pharmaceutical Manufacturing Co Ltd,Jordan,8/11/2026
12248,85525/1,SEMATIDE,1mg,1Prefilled pen 3ml and 4disposable needles,Solution for injection,Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"9,288,397",21.26,C,103.78,,,8/11/2026
12249,85425/1,SEMATIDE,0.25mg & 0.5mg,1Prefilled pen 1.5ml and 8disposable needles,Solution for injection,Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"9,288,397",21.26,C,103.78,,,8/11/2026
557,974206/00,SEPTANEST ADRENALINEE,"1/100,000",50Cartouches x 1.8ml,Injectable solution,Droguerie Tamer SAL,Septodont,France,"2,945,703",23.08,B,32.91,,,8/11/2026
9182,62917/1,SEPTOCIPRO OTICO,1mg/0.5ml,20single doses,Sterile solution,Mediterranean Pharmaceutical Company,Neuraxpharm Pharmaceuticals SL,Spain,"473,033",23.08,A1,5.29,Neuraxpharm Spain SLU,Spain,8/11/2026
10805,129520/1,SERETIDE DISKUS 100,50/100mcg,60doses,Inhalation powder,Abela Frères S.A.L.,GlaxoWellcome Production,France,"2,276,469",23.08,B,25.44,GlaxoWellcome UK Ltd,UK,8/11/2026
10804,129720/1,SERETIDE DISKUS 250,50/250mcg,60doses,Inhalation powder,Abela Frères S.A.L.,GlaxoWellcome Production,France,"2,830,132",23.08,B,31.62,GlaxoWellcome UK Ltd,UK,8/11/2026
10803,129620/1,SERETIDE DISKUS 500,50/500mcg,60doses,Inhalation powder,Abela Frères S.A.L.,GlaxoWellcome Production,France,"3,199,689",23.08,B,35.75,GlaxoWellcome UK Ltd,UK,8/11/2026
7559,167710/10,SERNIL,,100,Tablet,Pharmamedic S.A.R.L.,Mediphar Laboratories,Lebanon,"1,003,402",23.08,A2,11.21,,,8/11/2026
6220,24531/07,SERODASE,,30,"Tablet, enteric coated",Macromed S.A.R.L.,Hayat Pharmaceuticals Industries Co PLC,Jordan,"460,938",23.08,A1,5.15,Hayat Pharmaceuticals Industries Co PLC,Jordan,8/11/2026
11125,100122/1,SEROFLO 250,,60Doses,Ciphaler,Droguerie de l'Union,Cipla Ltd,India,"1,580,359",23.08,B,17.66,Cipla Ltd,India,8/11/2026
11126,100222/1,SEROFLO 500,,60Doses,Ciphaler,Droguerie de l'Union,Cipla Ltd,India,"2,031,890",23.08,B,22.70,Cipla Ltd,India,8/11/2026
5356,194555/04,SEROFLO-S 125,,120metered doses,Inhaler,Droguerie de l'Union,Cipla Ltd,India,"1,212,146",23.08,A2,13.54,Cipla Ltd,India,8/11/2026
5357,194556/04,SEROFLO-S 250,,120metered doses,Inhaler,Droguerie de l'Union,Cipla Ltd,India,"1,725,494",23.08,B,19.28,Cipla Ltd,India,8/11/2026
10703,221909/08,SEROPINE 100,100mg,60,"Tablet, film coated",Benta Trading Co s.a.l.,Benta SAL,Lebanon,"1,996,950",23.08,B,22.31,,,8/11/2026
10702,221908/08,SEROPINE 25,25mg,60,"Tablet, film coated",Benta Trading Co s.a.l.,Benta SAL,Lebanon,"1,233,647",23.08,B,13.78,,,8/11/2026
10706,93020/1,SEROPINE XR 300,300mg,60,"Tablet, extended release",Benta Trading Co s.a.l.,"Manufactured by Intas Pharmaceuticals Limited, India for Benta SAL",Lebanon,"4,744,660",23.08,B,53.01,,,8/11/2026
6606,166815/11,SEROXAT,20mg,30,"Tablet, film coated",Abela Frères S.A.L.,"Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK",Lebanon,"1,586,205",23.08,B,17.72,,,8/11/2026
6607,96218/11,SEROXAT CR,12.5mg,30 ,"Tablet, controlled release",Abela Frères S.A.L.,"Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK",Lebanon,"2,330,541",23.08,B,26.04,,,8/11/2026
6608,96217/11,SEROXAT CR,25mg,30 ,"Tablet, controlled release",Abela Frères S.A.L.,"Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK",Lebanon,"2,845,587",23.08,B,31.79,,,8/11/2026
4355,194479/05,SERTINE,50mg,15,"Tablet, scored",Pharmapro,Mediphar Laboratories,Lebanon,"520,899",23.08,A1,5.82,,,8/11/2026
5968,218819/09,SERTINE,50mg,30,Tablet,Pharmapro,Mediphar Laboratories,Lebanon,"714,156",23.08,A1,7.98,,,8/11/2026
